Physician_ID,AttendingPhysician
38376,PHY413087
38377,PHY357693
38378,PHY357591
38379,PHY414990
38380,PHY378405
38381,PHY351986
38382,PHY356200
38383,PHY421251
38384,PHY358348
38385,PHY317896
38386,PHY348937
38387,PHY432108
38388,PHY386287
38389,PHY410761
38390,PHY360322
38391,PHY348068
38392,PHY409085
38393,PHY315446
38394,PHY360596
38395,PHY427232
38396,PHY340138
38397,PHY387156
38398,PHY339973
38399,PHY388029
38400,PHY403187
38401,PHY415733
38402,PHY358520
38403,PHY345723
38404,PHY360098
38405,PHY400544
38406,PHY353145
38407,PHY352349
38408,PHY350238
38409,PHY381740
38410,PHY333274
38411,PHY366143
38412,PHY355830
38413,PHY315791
38414,PHY320828
38415,PHY336137
38416,PHY411466
38417,PHY329288
38418,PHY345592
38419,PHY420558
38420,PHY370489
38421,PHY397997
38422,PHY384292
38423,PHY406007
38424,PHY405726
38425,PHY334033
38426,PHY336752
38427,PHY329957
38428,PHY332276
38429,PHY424938
38430,PHY415342
38431,PHY322538
38432,PHY335466
38433,PHY344447
38434,PHY416745
38435,PHY390573
38436,PHY376885
38437,PHY424705
38438,PHY383005
38439,PHY313653
38440,PHY418215
38441,PHY412006
38442,PHY391903
38443,PHY377639
38444,PHY358572
38445,PHY391833
38446,PHY414900
38447,PHY394489
38448,PHY311242
38449,PHY376435
38450,PHY348522
38451,PHY345843
38452,PHY379187
38453,PHY351388
38454,PHY317912
38455,PHY316019
38456,PHY364109
38457,PHY364488
38458,PHY382656
38459,PHY359639
38460,PHY342681
38461,PHY326340
38462,PHY397822
38463,PHY378532
38464,PHY426037
38465,PHY355146
38466,PHY414632
38467,PHY399554
38468,PHY334034
38469,PHY339464
38470,PHY333578
38471,PHY343691
38472,PHY336109
38473,PHY334924
38474,PHY386551
38475,PHY331119
38476,PHY327471
38477,PHY355576
38478,PHY331882
38479,PHY326313
38480,PHY411378
38481,PHY337118
38482,PHY312037
38483,PHY345849
38484,PHY327167
38485,PHY354030
38486,PHY386332
38487,PHY396864
38488,PHY433439
38489,PHY410976
38490,PHY325675
38491,PHY322063
38492,PHY418951
38493,PHY372277
38494,PHY354608
38495,PHY347754
38496,PHY329043
38497,PHY411341
38498,PHY311939
38499,PHY412788
38500,PHY419722
38501,PHY315129
38502,PHY429193
38503,PHY330775
38504,PHY405065
38505,PHY353887
38506,PHY313589
38507,PHY319319
38508,PHY317286
38509,PHY401909
38510,PHY377197
38511,PHY334323
38512,PHY424051
38513,PHY391790
38514,PHY337028
38515,PHY395000
38516,PHY336483
38517,PHY340148
38518,PHY405379
38519,PHY376212
38520,PHY375058
38521,PHY370244
38522,PHY398579
38523,PHY385159
38524,PHY350757
38525,PHY347696
38526,PHY342094
38527,PHY345241
38528,PHY332336
38529,PHY348482
38530,PHY403172
38531,PHY431141
38532,PHY387542
38533,PHY322537
38534,PHY365535
38535,PHY402969
38536,PHY371118
38537,PHY311366
38538,PHY422874
38539,PHY433202
38540,PHY430428
38541,PHY381256
38542,PHY380958
38543,PHY387161
38544,PHY347266
38545,PHY403510
38546,PHY325048
38547,PHY317705
38548,PHY414351
38549,PHY386488
38550,PHY382192
38551,PHY330329
38552,PHY422983
38553,PHY350280
38554,PHY338939
38555,PHY380513
38556,PHY387176
38557,PHY324699
38558,PHY380910
38559,PHY368660
38560,PHY414324
38561,PHY312724
38562,PHY399980
38563,PHY412154
38564,PHY396121
38565,PHY311044
38566,PHY336211
38567,PHY432328
38568,PHY346182
38569,PHY395706
38570,PHY421476
38571,PHY425452
38572,PHY376160
38573,PHY314121
38574,PHY404531
38575,PHY325248
38576,PHY346167
38577,PHY388571
38578,PHY343299
38579,PHY406338
38580,PHY364576
38581,PHY355904
38582,PHY366191
38583,PHY333005
38584,PHY432856
38585,PHY360669
38586,PHY378683
38587,PHY404569
38588,PHY385382
38589,PHY403362
38590,PHY393976
38591,PHY364916
38592,PHY383415
38593,PHY335013
38594,PHY397659
38595,PHY361226
38596,PHY390624
38597,PHY367956
38598,PHY414011
38599,PHY335446
38600,PHY348877
38601,PHY335230
38602,PHY391314
38603,PHY368380
38604,PHY399482
38605,PHY386422
38606,PHY424987
38607,PHY339931
38608,PHY403147
38609,PHY351254
38610,PHY424747
38611,PHY409444
38612,PHY327970
38613,PHY344158
38614,PHY367872
38615,PHY408243
38616,PHY320162
38617,PHY426989
38618,PHY311540
38619,PHY402379
38620,PHY360507
38621,PHY385115
38622,PHY403750
38623,PHY431302
38624,PHY325651
38625,PHY347594
38626,PHY421386
38627,PHY386246
38628,PHY336388
38629,PHY321247
38630,PHY427834
38631,PHY419550
38632,PHY328532
38633,PHY358367
38634,PHY314306
38635,PHY325939
38636,PHY420121
38637,PHY340689
38638,PHY336557
38639,PHY349727
38640,PHY357827
38641,PHY431013
38642,PHY353371
38643,PHY390889
38644,PHY376609
38645,PHY357658
38646,PHY386972
38647,PHY351866
38648,PHY408736
38649,PHY387961
38650,PHY313614
38651,PHY431341
38652,PHY313733
38653,PHY427323
38654,PHY375730
38655,PHY384906
38656,PHY365951
38657,PHY326501
38658,PHY367533
38659,PHY349174
38660,PHY407013
38661,PHY328399
38662,PHY403687
38663,PHY397389
38664,PHY422247
38665,PHY398606
38666,PHY385846
38667,PHY323204
38668,PHY337417
38669,PHY316425
38670,PHY375826
38671,PHY382531
38672,PHY406892
38673,PHY361029
38674,PHY356286
38675,PHY330007
38676,PHY356329
38677,PHY346753
38678,PHY353982
38679,PHY423951
38680,PHY346170
38681,PHY393637
38682,PHY376993
38683,PHY374838
38684,PHY320677
38685,PHY334378
38686,PHY347023
38687,PHY353834
38688,PHY334271
38689,PHY320344
38690,PHY413790
38691,PHY423922
38692,PHY419223
38693,PHY390364
38694,PHY351290
38695,PHY392592
38696,PHY327967
38697,PHY424415
38698,PHY344438
38699,PHY347843
38700,PHY410105
38701,PHY314808
38702,PHY416571
38703,PHY434121
38704,PHY386238
38705,PHY317304
38706,PHY393996
38707,PHY409207
38708,PHY410658
38709,PHY377231
38710,PHY371719
38711,PHY358711
38712,PHY363595
38713,PHY328628
38714,PHY378929
38715,PHY410501
38716,PHY367012
38717,PHY351130
38718,PHY387785
38719,PHY397525
38720,PHY386847
38721,PHY361268
38722,PHY322311
38723,PHY385143
38724,PHY331676
38725,PHY426175
38726,PHY337937
38727,PHY356112
38728,PHY430137
38729,PHY417036
38730,PHY358595
38731,PHY336089
38732,PHY403163
38733,PHY345165
38734,PHY397842
38735,PHY335971
38736,PHY378674
38737,PHY339641
38738,PHY429072
38739,PHY369081
38740,PHY399933
38741,PHY377110
38742,PHY326414
38743,PHY321849
38744,PHY342322
38745,PHY395624
38746,PHY394151
38747,PHY370406
38748,PHY426845
38749,PHY424223
38750,PHY362306
38751,PHY417926
38752,PHY356731
38753,PHY425118
38754,PHY350787
38755,PHY315821
38756,PHY418340
38757,PHY404281
38758,PHY414796
38759,PHY406573
38760,PHY339187
38761,PHY408234
38762,PHY332524
38763,PHY311198
38764,PHY388736
38765,PHY419995
38766,PHY384269
38767,PHY419505
38768,PHY334460
38769,PHY317002
38770,PHY312566
38771,PHY317928
38772,PHY432271
38773,PHY393025
38774,PHY332792
38775,PHY408716
38776,PHY319650
38777,PHY329990
38778,PHY403047
38779,PHY389296
38780,PHY420101
38781,PHY408530
38782,PHY397625
38783,PHY367124
38784,PHY350374
38785,PHY417238
38786,PHY390377
38787,PHY331297
38788,PHY418896
38789,PHY432749
38790,PHY354074
38791,PHY316944
38792,PHY338555
38793,PHY428733
38794,PHY382449
38795,PHY347560
38796,PHY382296
38797,PHY318006
38798,PHY430463
38799,PHY321349
38800,PHY424343
38801,PHY372373
38802,PHY411332
38803,PHY428945
38804,PHY411251
38805,PHY355088
38806,PHY337138
38807,PHY364550
38808,PHY416572
38809,PHY407252
38810,PHY332074
38811,PHY325036
38812,PHY316920
38813,PHY372413
38814,PHY333117
38815,PHY391807
38816,PHY419524
38817,PHY371867
38818,PHY351790
38819,PHY311763
38820,PHY413874
38821,PHY313245
38822,PHY359933
38823,PHY338966
38824,PHY345975
38825,PHY330484
38826,PHY371796
38827,PHY350981
38828,PHY372517
38829,PHY425050
38830,PHY427772
38831,PHY340843
38832,PHY409521
38833,PHY424901
38834,PHY432509
38835,PHY364329
38836,PHY317704
38837,PHY397207
38838,PHY374930
38839,PHY399096
38840,PHY359865
38841,PHY377123
38842,PHY424369
38843,PHY429495
38844,PHY356364
38845,PHY410983
38846,PHY321316
38847,PHY369340
38848,PHY316542
38849,PHY364509
38850,PHY340591
38851,PHY425633
38852,PHY419120
38853,PHY423180
38854,PHY369790
38855,PHY382637
38856,PHY387475
38857,PHY398078
38858,PHY375444
38859,PHY407064
38860,PHY407269
38861,PHY409499
38862,PHY336827
38863,PHY404275
38864,PHY336687
38865,PHY392298
38866,PHY367365
38867,PHY427697
38868,PHY337827
38869,PHY399074
38870,PHY432660
38871,PHY382309
38872,PHY371421
38873,PHY323632
38874,PHY418658
38875,PHY332969
38876,PHY322075
38877,PHY324062
38878,PHY357124
38879,PHY420222
38880,PHY377357
38881,PHY428239
38882,PHY373326
38883,PHY391711
38884,PHY348633
38885,PHY332080
38886,PHY313746
38887,PHY316031
38888,PHY392355
38889,PHY387877
38890,PHY342341
38891,PHY417332
38892,PHY423976
38893,PHY393197
38894,PHY327774
38895,PHY396601
38896,PHY348008
38897,PHY401760
38898,PHY409267
38899,PHY405864
38900,PHY400822
38901,PHY358911
38902,PHY401062
38903,PHY425587
38904,PHY353461
38905,PHY361519
38906,PHY398031
38907,PHY402984
38908,PHY333126
38909,PHY353735
38910,PHY365493
38911,PHY323273
38912,PHY334261
38913,PHY414906
38914,PHY344417
38915,PHY386865
38916,PHY355124
38917,PHY425100
38918,PHY386415
38919,PHY391933
38920,PHY324295
38921,PHY311270
38922,PHY322916
38923,PHY399643
38924,PHY414756
38925,PHY312520
38926,PHY312767
38927,PHY409296
38928,PHY367878
38929,PHY336657
38930,PHY431645
38931,PHY414536
38932,PHY323609
38933,PHY315836
38934,PHY417127
38935,PHY382085
38936,PHY385299
38937,PHY331859
38938,PHY319850
38939,PHY399300
38940,PHY418670
38941,PHY377907
38942,PHY384711
38943,PHY374238
38944,PHY345198
38945,PHY365826
38946,PHY331091
38947,PHY372832
38948,PHY328861
38949,PHY417713
38950,PHY416417
38951,PHY413202
38952,PHY432450
38953,PHY425524
38954,PHY421125
38955,PHY403018
38956,PHY353098
38957,PHY430323
38958,PHY409236
38959,PHY324060
38960,PHY371414
38961,PHY347032
38962,PHY327088
38963,PHY376853
38964,PHY398924
38965,PHY388327
38966,PHY366212
38967,PHY408880
38968,PHY425491
38969,PHY385828
38970,PHY357915
38971,PHY339777
38972,PHY313772
38973,PHY328960
38974,PHY409326
38975,PHY356642
38976,PHY425850
38977,PHY335857
38978,PHY359914
38979,PHY333387
38980,PHY363917
38981,PHY396266
38982,PHY315546
38983,PHY383688
38984,PHY341740
38985,PHY334251
38986,PHY412858
38987,PHY342456
38988,PHY345816
38989,PHY347141
38990,PHY411780
38991,PHY414424
38992,PHY380178
38993,PHY314856
38994,PHY320484
38995,PHY402475
38996,PHY323826
38997,PHY428153
38998,PHY399373
38999,PHY418454
39000,PHY364538
39001,PHY343666
39002,PHY366626
39003,PHY397836
39004,PHY356481
39005,PHY372423
39006,PHY326516
39007,PHY411563
39008,PHY434117
39009,PHY347086
39010,PHY421010
39011,PHY423899
39012,PHY343392
39013,PHY338059
39014,PHY430208
39015,PHY328315
39016,PHY313534
39017,PHY333497
39018,PHY323382
39019,PHY393349
39020,PHY319815
39021,PHY423152
39022,PHY346034
39023,PHY315894
39024,PHY432216
39025,PHY323390
39026,PHY421495
39027,PHY428312
39028,PHY376583
39029,PHY338883
39030,PHY417934
39031,PHY402446
39032,PHY353580
39033,PHY347337
39034,PHY326178
39035,PHY315698
39036,PHY357483
39037,PHY396183
39038,PHY387266
39039,PHY347669
39040,PHY380890
39041,PHY412615
39042,PHY335086
39043,PHY359313
39044,PHY380684
39045,PHY351509
39046,PHY385357
39047,PHY388183
39048,PHY326331
39049,PHY427900
39050,PHY420573
39051,PHY421462
39052,PHY391765
39053,PHY372890
39054,PHY356239
39055,PHY333095
39056,PHY353711
39057,PHY331987
39058,PHY357052
39059,PHY366905
39060,PHY389262
39061,PHY374981
39062,PHY382907
39063,PHY431865
39064,PHY405595
39065,PHY398152
39066,PHY408737
39067,PHY386007
39068,PHY395685
39069,PHY350390
39070,PHY413800
39071,PHY348022
39072,PHY311451
39073,PHY376615
39074,PHY386935
39075,PHY312458
39076,PHY385454
39077,PHY338441
39078,PHY375098
39079,PHY338691
39080,PHY434063
39081,PHY377315
39082,PHY366373
39083,PHY318115
39084,PHY427616
39085,PHY354929
39086,PHY331930
39087,PHY408193
39088,PHY432882
39089,PHY324293
39090,PHY356763
39091,PHY315175
39092,PHY407884
39093,PHY366595
39094,PHY387744
39095,PHY314852
39096,PHY372343
39097,PHY400876
39098,PHY353693
39099,PHY398780
39100,PHY383670
39101,PHY431068
39102,PHY323712
39103,PHY311246
39104,PHY361047
39105,PHY342677
39106,PHY395365
39107,PHY315197
39108,PHY418789
39109,PHY357348
39110,PHY417359
39111,PHY429853
39112,PHY317947
39113,PHY364898
39114,PHY394493
39115,PHY387513
39116,PHY316181
39117,PHY349673
39118,PHY319275
39119,PHY318096
39120,PHY392552
39121,PHY366387
39122,PHY323672
39123,PHY404960
39124,PHY421710
39125,PHY336036
39126,PHY379881
39127,PHY422486
39128,PHY402764
39129,PHY381757
39130,PHY396047
39131,PHY377050
39132,PHY399320
39133,PHY391580
39134,PHY432936
39135,PHY339710
39136,PHY365926
39137,PHY423245
39138,PHY432948
39139,PHY365663
39140,PHY348242
39141,PHY344242
39142,PHY420498
39143,PHY413482
39144,PHY401670
39145,PHY372106
39146,PHY350101
39147,PHY402515
39148,PHY331640
39149,PHY314598
39150,PHY317342
39151,PHY391074
39152,PHY368433
39153,PHY391502
39154,PHY398400
39155,PHY428703
39156,PHY380848
39157,PHY428426
39158,PHY422843
39159,PHY366049
39160,PHY331635
39161,PHY316572
39162,PHY343604
39163,PHY412049
39164,PHY369115
39165,PHY388301
39166,PHY391242
39167,PHY422967
39168,PHY365465
39169,PHY427069
39170,PHY410533
39171,PHY323381
39172,PHY326822
39173,PHY317072
39174,PHY339090
39175,PHY392356
39176,PHY410295
39177,PHY330515
39178,PHY374533
39179,PHY425579
39180,PHY359660
39181,PHY336619
39182,PHY382472
39183,PHY345145
39184,PHY409613
39185,PHY428452
39186,PHY371334
39187,PHY355606
39188,PHY354600
39189,PHY316227
39190,PHY431685
39191,PHY384343
39192,PHY406700
39193,PHY380172
39194,PHY379414
39195,PHY354862
39196,PHY350055
39197,PHY324194
39198,PHY425861
39199,PHY433886
39200,PHY427529
39201,PHY362429
39202,PHY393459
39203,PHY429229
39204,PHY407272
39205,PHY352394
39206,PHY381291
39207,PHY347250
39208,PHY314566
39209,PHY314222
39210,PHY351775
39211,PHY417294
39212,PHY340989
39213,PHY364205
39214,PHY369273
39215,PHY423654
39216,PHY416785
39217,PHY356912
39218,PHY327173
39219,PHY428928
39220,PHY340271
39221,PHY426907
39222,PHY349111
39223,PHY368878
39224,PHY402743
39225,PHY389381
39226,PHY346519
39227,PHY352214
39228,PHY366438
39229,PHY387791
39230,PHY408942
39231,PHY414289
39232,PHY375164
39233,PHY414271
39234,PHY317847
39235,PHY354393
39236,PHY396272
39237,PHY363231
39238,PHY404648
39239,PHY405782
39240,PHY381316
39241,PHY344678
39242,PHY344931
39243,PHY349667
39244,PHY354637
39245,PHY399254
39246,PHY408330
39247,PHY396175
39248,PHY343479
39249,PHY344795
39250,PHY375869
39251,PHY341994
39252,PHY324776
39253,PHY430252
39254,PHY416385
39255,PHY333325
39256,PHY370870
39257,PHY425760
39258,PHY349856
39259,PHY362226
39260,PHY316602
39261,PHY417304
39262,PHY338559
39263,PHY416707
39264,PHY318763
39265,PHY412064
39266,PHY404186
39267,PHY339696
39268,PHY410384
39269,PHY414673
39270,PHY408156
39271,PHY422550
39272,PHY376175
39273,PHY332414
39274,PHY397229
39275,PHY324619
39276,PHY335751
39277,PHY312785
39278,PHY411624
39279,PHY338219
39280,PHY396065
39281,PHY396542
39282,PHY327421
39283,PHY368409
39284,PHY386312
39285,PHY322122
39286,PHY384073
39287,PHY422371
39288,PHY378087
39289,PHY403667
39290,PHY316930
39291,PHY355807
39292,PHY379833
39293,PHY416835
39294,PHY420165
39295,PHY417381
39296,PHY351411
39297,PHY433165
39298,PHY348434
39299,PHY429091
39300,PHY401332
39301,PHY417664
39302,PHY432469
39303,PHY381010
39304,PHY386877
39305,PHY380408
39306,PHY432013
39307,PHY408476
39308,PHY337105
39309,PHY421816
39310,PHY426020
39311,PHY403384
39312,PHY380828
39313,PHY419003
39314,PHY423688
39315,PHY361400
39316,PHY392806
39317,PHY315750
39318,PHY311052
39319,PHY400788
39320,PHY353585
39321,PHY348337
39322,PHY424154
39323,PHY385273
39324,PHY424039
39325,PHY347593
39326,PHY365219
39327,PHY352805
39328,PHY412436
39329,PHY393649
39330,PHY344605
39331,PHY313318
39332,PHY393711
39333,PHY392339
39334,PHY363896
39335,PHY354725
39336,PHY422641
39337,PHY361929
39338,PHY368052
39339,PHY344912
39340,PHY326966
39341,PHY401288
39342,PHY322769
39343,PHY378331
39344,PHY378145
39345,PHY319807
39346,PHY355237
39347,PHY320311
39348,PHY324309
39349,PHY349226
39350,PHY313984
39351,PHY433753
39352,PHY340180
39353,PHY324209
39354,PHY361955
39355,PHY366754
39356,PHY405904
39357,PHY339039
39358,PHY322772
39359,PHY358186
39360,PHY333348
39361,PHY386056
39362,PHY401312
39363,PHY378604
39364,PHY356001
39365,PHY430018
39366,PHY361133
39367,PHY359871
39368,PHY351454
39369,PHY367436
39370,PHY312838
39371,PHY320512
39372,PHY354719
39373,PHY332803
39374,PHY422899
39375,PHY382454
39376,PHY338755
39377,PHY426316
39378,PHY414997
39379,PHY365135
39380,PHY315375
39381,PHY414050
39382,PHY324276
39383,PHY347404
39384,PHY366258
39385,PHY327112
39386,PHY389272
39387,PHY343034
39388,PHY352482
39389,PHY325781
39390,PHY426385
39391,PHY358967
39392,PHY364339
39393,PHY314964
39394,PHY433480
39395,PHY402382
39396,PHY328805
39397,PHY432505
39398,PHY363502
39399,PHY424367
39400,PHY416185
39401,PHY393400
39402,PHY412475
39403,PHY398253
39404,PHY362559
39405,PHY346971
39406,PHY360612
39407,PHY322997
39408,PHY325931
39409,PHY343368
39410,PHY396847
39411,PHY334917
39412,PHY323749
39413,PHY394390
39414,PHY343882
39415,PHY330209
39416,PHY367991
39417,PHY361160
39418,PHY402936
39419,PHY424199
39420,PHY355638
39421,PHY411202
39422,PHY414758
39423,PHY405764
39424,PHY343676
39425,PHY339225
39426,PHY387512
39427,PHY359397
39428,PHY321981
39429,PHY415723
39430,PHY388851
39431,PHY379762
39432,PHY316723
39433,PHY361178
39434,PHY323352
39435,PHY427140
39436,PHY419520
39437,PHY396393
39438,PHY385430
39439,PHY349207
39440,PHY337233
39441,PHY393111
39442,PHY366700
39443,PHY412675
39444,PHY433383
39445,PHY344860
39446,PHY354609
39447,PHY330439
39448,PHY330627
39449,PHY340490
39450,PHY414570
39451,PHY325408
39452,PHY326251
39453,PHY388621
39454,PHY330732
39455,PHY387786
39456,PHY425778
39457,PHY401208
39458,PHY313639
39459,PHY334999
39460,PHY341174
39461,PHY420694
39462,PHY429892
39463,PHY350371
39464,PHY337691
39465,PHY414989
39466,PHY421279
39467,PHY413134
39468,PHY349596
39469,PHY364197
39470,PHY362255
39471,PHY335225
39472,PHY344340
39473,PHY392525
39474,PHY331457
39475,PHY315209
39476,PHY409686
39477,PHY340942
39478,PHY342240
39479,PHY382287
39480,PHY334328
39481,PHY360085
39482,PHY327882
39483,PHY429382
39484,PHY315471
39485,PHY350554
39486,PHY408320
39487,PHY345769
39488,PHY382740
39489,PHY433042
39490,PHY346404
39491,PHY314653
39492,PHY388428
39493,PHY352073
39494,PHY428257
39495,PHY421368
39496,PHY325033
39497,PHY398304
39498,PHY429301
39499,PHY408274
39500,PHY413073
39501,PHY355640
39502,PHY393271
39503,PHY311401
39504,PHY381384
39505,PHY408491
39506,PHY414003
39507,PHY337695
39508,PHY331988
39509,PHY422104
39510,PHY321638
39511,PHY398218
39512,PHY371424
39513,PHY314771
39514,PHY421644
39515,PHY424645
39516,PHY397853
39517,PHY380363
39518,PHY348834
39519,PHY434074
39520,PHY325691
39521,PHY411613
39522,PHY421284
39523,PHY383224
39524,PHY421884
39525,PHY400043
39526,PHY366900
39527,PHY418638
39528,PHY348300
39529,PHY367750
39530,PHY411602
39531,PHY311408
39532,PHY318843
39533,PHY386461
39534,PHY421013
39535,PHY373740
39536,PHY385986
39537,PHY385942
39538,PHY320714
39539,PHY320698
39540,PHY319861
39541,PHY395491
39542,PHY331820
39543,PHY425304
39544,PHY414414
39545,PHY373084
39546,PHY322696
39547,PHY313423
39548,PHY367554
39549,PHY403558
39550,PHY312522
39551,PHY378774
39552,PHY370201
39553,PHY394930
39554,PHY414234
39555,PHY369245
39556,PHY427255
39557,PHY345522
39558,PHY313052
39559,PHY348288
39560,PHY401345
39561,PHY399092
39562,PHY416166
39563,PHY369452
39564,PHY417665
39565,PHY375618
39566,PHY331581
39567,PHY390614
39568,PHY400566
39569,PHY376409
39570,PHY314615
39571,PHY337171
39572,PHY358662
39573,PHY323824
39574,PHY315425
39575,PHY428555
39576,PHY313999
39577,PHY424281
39578,PHY417907
39579,PHY320061
39580,PHY341007
39581,PHY381272
39582,PHY322178
39583,PHY313737
39584,PHY408804
39585,PHY387678
39586,PHY392921
39587,PHY367796
39588,PHY338200
39589,PHY427999
39590,PHY316088
39591,PHY424336
39592,PHY401276
39593,PHY350895
39594,PHY363843
39595,PHY389796
39596,PHY349819
39597,PHY379865
39598,PHY396013
39599,PHY402787
39600,PHY337947
39601,PHY368737
39602,PHY350870
39603,PHY388006
39604,PHY360128
39605,PHY344733
39606,PHY381671
39607,PHY378441
39608,PHY338747
39609,PHY429269
39610,PHY354756
39611,PHY384344
39612,PHY324382
39613,PHY376289
39614,PHY373793
39615,PHY381356
39616,PHY402816
39617,PHY321882
39618,PHY430365
39619,PHY404403
39620,PHY394778
39621,PHY382570
39622,PHY339914
39623,PHY360611
39624,PHY350445
39625,PHY390741
39626,PHY337649
39627,PHY390881
39628,PHY394544
39629,PHY416565
39630,PHY417384
39631,PHY389708
39632,PHY369578
39633,PHY364345
39634,PHY350719
39635,PHY349509
39636,PHY318676
39637,PHY342576
39638,PHY327849
39639,PHY365947
39640,PHY361157
39641,PHY312657
39642,PHY333076
39643,PHY395719
39644,PHY362071
39645,PHY355439
39646,PHY403203
39647,PHY338581
39648,PHY389275
39649,PHY341495
39650,PHY378890
39651,PHY422333
39652,PHY316164
39653,PHY429226
39654,PHY403315
39655,PHY359379
39656,PHY330094
39657,PHY396236
39658,PHY346229
39659,PHY388333
39660,PHY338391
39661,PHY316816
39662,PHY367509
39663,PHY425178
39664,PHY335849
39665,PHY403429
39666,PHY393708
39667,PHY334524
39668,PHY416857
39669,PHY372374
39670,PHY432928
39671,PHY359319
39672,PHY412992
39673,PHY342095
39674,PHY336846
39675,PHY417828
39676,PHY336069
39677,PHY432743
39678,PHY339617
39679,PHY405219
39680,PHY387288
39681,PHY338102
39682,PHY370415
39683,PHY312015
39684,PHY379780
39685,PHY346036
39686,PHY409183
39687,PHY417923
39688,PHY408596
39689,PHY378780
39690,PHY408439
39691,PHY330226
39692,PHY359485
39693,PHY398311
39694,PHY348351
39695,PHY371784
39696,PHY397227
39697,PHY350165
39698,PHY413125
39699,PHY392753
39700,PHY323221
39701,PHY410812
39702,PHY338537
39703,PHY412559
39704,PHY377990
39705,PHY400332
39706,PHY415694
39707,PHY336221
39708,PHY411700
39709,PHY322333
39710,PHY377769
39711,PHY363694
39712,PHY312414
39713,PHY346964
39714,PHY356602
39715,PHY430642
39716,PHY428439
39717,PHY400559
39718,PHY378242
39719,PHY373368
39720,PHY333137
39721,PHY385990
39722,PHY432637
39723,PHY327521
39724,PHY412914
39725,PHY428418
39726,PHY398278
39727,PHY359771
39728,PHY367595
39729,PHY343111
39730,PHY311103
39731,PHY415419
39732,PHY374878
39733,PHY352368
39734,PHY422335
39735,PHY429856
39736,PHY360265
39737,PHY410398
39738,PHY421636
39739,PHY344926
39740,PHY430668
39741,PHY428427
39742,PHY376290
39743,PHY358457
39744,PHY402672
39745,PHY332125
39746,PHY376254
39747,PHY428622
39748,PHY342300
39749,PHY399093
39750,PHY322282
39751,PHY382232
39752,PHY343147
39753,PHY373277
39754,PHY363331
39755,PHY423814
39756,PHY430987
39757,PHY390862
39758,PHY357872
39759,PHY431474
39760,PHY324534
39761,PHY425054
39762,PHY356861
39763,PHY328886
39764,PHY369176
39765,PHY380135
39766,PHY374610
39767,PHY332983
39768,PHY411415
39769,PHY390976
39770,PHY392472
39771,PHY335027
39772,PHY368500
39773,PHY421393
39774,PHY417678
39775,PHY365467
39776,PHY427984
39777,PHY396138
39778,PHY388756
39779,PHY361557
39780,PHY318230
39781,PHY424359
39782,PHY399788
39783,PHY349863
39784,PHY334506
39785,PHY394949
39786,PHY361503
39787,PHY368503
39788,PHY392471
39789,PHY421387
39790,PHY344628
39791,PHY392087
39792,PHY388547
39793,PHY340777
39794,PHY362292
39795,PHY374326
39796,PHY370581
39797,PHY319711
39798,PHY423632
39799,PHY369995
39800,PHY319431
39801,PHY426061
39802,PHY370789
39803,PHY334657
39804,PHY324797
39805,PHY403145
39806,PHY378871
39807,PHY419650
39808,PHY419791
39809,PHY418812
39810,PHY386142
39811,PHY396441
39812,PHY429337
39813,PHY363900
39814,PHY378225
39815,PHY381484
39816,PHY373251
39817,PHY403184
39818,PHY394203
39819,PHY329829
39820,PHY328528
39821,PHY431504
39822,PHY384823
39823,PHY343350
39824,PHY402283
39825,PHY332169
39826,PHY378846
39827,PHY344452
39828,PHY428044
39829,PHY367869
39830,PHY374541
39831,PHY342896
39832,PHY398533
39833,PHY314090
39834,PHY365544
39835,PHY393738
39836,PHY411396
39837,PHY360327
39838,PHY417121
39839,PHY353845
39840,PHY348646
39841,PHY376772
39842,PHY350746
39843,PHY359193
39844,PHY338708
39845,PHY428088
39846,PHY367673
39847,PHY347944
39848,PHY417219
39849,PHY387036
39850,PHY381038
39851,PHY345726
39852,PHY340990
39853,PHY367985
39854,PHY314042
39855,PHY364222
39856,PHY362358
39857,PHY335861
39858,PHY329680
39859,PHY344883
39860,PHY431404
39861,PHY347131
39862,PHY323019
39863,PHY348320
39864,PHY378168
39865,PHY346183
39866,PHY342236
39867,PHY323442
39868,PHY419699
39869,PHY367115
39870,PHY424878
39871,PHY402550
39872,PHY334584
39873,PHY329601
39874,PHY379639
39875,PHY392612
39876,PHY429163
39877,PHY323097
39878,PHY370568
39879,PHY383811
39880,PHY351799
39881,PHY411942
39882,PHY395240
39883,PHY433090
39884,PHY392958
39885,PHY325773
39886,PHY321787
39887,PHY325070
39888,PHY350851
39889,PHY381216
39890,PHY404873
39891,PHY328956
39892,PHY420059
39893,PHY384499
39894,PHY341971
39895,PHY357185
39896,PHY329021
39897,PHY376390
39898,PHY359790
39899,PHY373908
39900,PHY400764
39901,PHY401364
39902,PHY338793
39903,PHY427425
39904,PHY398306
39905,PHY410338
39906,PHY349279
39907,PHY337656
39908,PHY320168
39909,PHY367895
39910,PHY390341
39911,PHY428317
39912,PHY388775
39913,PHY384144
39914,PHY324069
39915,PHY371400
39916,PHY368974
39917,PHY401344
39918,PHY365274
39919,PHY383652
39920,PHY320959
39921,PHY335247
39922,PHY406223
39923,PHY337650
39924,PHY343757
39925,PHY423367
39926,PHY412564
39927,PHY416649
39928,PHY425910
