AttendingPhysician_ID,AttendingPhysician
32400,PHY358405
32401,PHY417488
32402,PHY376266
32403,PHY361066
32404,PHY428743
32405,PHY408024
32406,PHY342754
32407,PHY385519
32408,PHY344632
32409,PHY330511
32410,PHY374289
32411,PHY333676
32412,PHY354879
32413,PHY325586
32414,PHY407113
32415,PHY333111
32416,PHY418927
32417,PHY403603
32418,PHY313366
32419,PHY397058
32420,PHY419502
32421,PHY381279
32422,PHY329684
32423,PHY402958
32424,PHY337920
32425,PHY371045
32426,PHY425636
32427,PHY387238
32428,PHY425256
32429,PHY348799
32430,PHY416907
32431,PHY321753
32432,PHY349280
32433,PHY376916
32434,PHY432011
32435,PHY359336
32436,PHY430263
32437,PHY367636
32438,PHY322127
32439,PHY338896
32440,PHY354981
32441,PHY338267
32442,PHY321954
32443,PHY315577
32444,PHY428967
32445,PHY432979
32446,PHY371878
32447,PHY377318
32448,PHY340292
32449,PHY355822
32450,PHY376763
32451,PHY342738
32452,PHY430792
32453,PHY366975
32454,PHY325901
32455,PHY375684
32456,PHY316351
32457,PHY357017
32458,PHY412782
32459,PHY334163
32460,PHY387973
32461,PHY345672
32462,PHY331289
32463,PHY363495
32464,PHY377372
32465,PHY385004
32466,PHY398145
32467,PHY349999
32468,PHY406026
32469,PHY354836
32470,PHY334208
32471,PHY368304
32472,PHY352860
32473,PHY367633
32474,PHY369716
32475,PHY388077
32476,PHY320387
32477,PHY367558
32478,PHY344499
32479,PHY328607
32480,PHY430404
32481,PHY359625
32482,PHY341793
32483,PHY352984
32484,PHY345562
32485,PHY407460
32486,PHY371623
32487,PHY399423
32488,PHY318426
32489,PHY421688
32490,PHY315290
32491,PHY379253
32492,PHY325093
32493,PHY410632
32494,PHY421866
32495,PHY421307
32496,PHY351950
32497,PHY405756
32498,PHY371176
32499,PHY398740
32500,PHY360431
32501,PHY339631
32502,PHY359978
32503,PHY417333
32504,PHY375563
32505,PHY315818
32506,PHY417553
32507,PHY351650
32508,PHY345440
32509,PHY417182
32510,PHY430888
32511,PHY370796
32512,PHY396058
32513,PHY350832
32514,PHY338594
32515,PHY358752
32516,PHY352254
32517,PHY330006
32518,PHY387197
32519,PHY376519
32520,PHY374070
32521,PHY338956
32522,PHY407043
32523,PHY383592
32524,PHY426627
32525,PHY374357
32526,PHY408181
32527,PHY368424
32528,PHY333290
32529,PHY334052
32530,PHY344533
32531,PHY423685
32532,PHY349013
32533,PHY358056
32534,PHY407962
32535,PHY358722
32536,PHY337885
32537,PHY368169
32538,PHY388055
32539,PHY416936
32540,PHY360200
32541,PHY371665
32542,PHY319259
32543,PHY341677
32544,PHY371600
32545,PHY372984
32546,PHY334452
32547,PHY369308
32548,PHY383940
32549,PHY400541
32550,PHY363494
32551,PHY369332
32552,PHY361952
32553,PHY365707
32554,PHY364267
32555,PHY408362
32556,PHY381409
32557,PHY311483
32558,PHY413648
32559,PHY387459
32560,PHY321691
32561,PHY395420
32562,PHY384788
32563,PHY321946
32564,PHY425495
32565,PHY313453
32566,PHY372734
32567,PHY354338
32568,PHY360384
32569,PHY321591
32570,PHY369480
32571,PHY314890
32572,PHY361303
32573,PHY351567
32574,PHY353831
32575,PHY400341
32576,PHY388366
32577,PHY399226
32578,PHY328261
32579,PHY338768
32580,PHY414466
32581,PHY327736
32582,PHY369005
32583,PHY384067
32584,PHY421773
32585,PHY350127
32586,PHY425475
32587,PHY421686
32588,PHY325155
32589,PHY336381
32590,PHY387611
32591,PHY326395
32592,PHY389033
32593,PHY360798
32594,PHY401962
32595,PHY378432
32596,PHY382718
32597,PHY396967
32598,PHY386773
32599,PHY416216
32600,PHY320812
32601,PHY334353
32602,PHY383740
32603,PHY353406
32604,PHY417502
32605,PHY376113
32606,PHY376912
32607,PHY312561
32608,PHY380271
32609,PHY399544
32610,PHY421032
32611,PHY385426
32612,PHY428017
32613,PHY377097
32614,PHY314506
32615,PHY317016
32616,PHY331519
32617,PHY364680
32618,PHY388771
32619,PHY420434
32620,PHY340911
32621,PHY417022
32622,PHY339179
32623,PHY374624
32624,PHY318764
32625,PHY329965
32626,PHY343313
32627,PHY345653
32628,PHY339850
32629,PHY427989
32630,PHY363489
32631,PHY368479
32632,PHY357317
32633,PHY363596
32634,PHY401664
32635,PHY316615
32636,PHY347623
32637,PHY395851
32638,PHY324157
32639,PHY315548
32640,PHY370454
32641,PHY405954
32642,PHY403371
32643,PHY342284
32644,PHY386507
32645,PHY393647
32646,PHY403350
32647,PHY405238
32648,PHY358811
32649,PHY361435
32650,PHY353204
32651,PHY400011
32652,PHY403585
32653,PHY318799
32654,PHY387185
32655,PHY419873
32656,PHY317162
32657,PHY397340
32658,PHY323828
32659,PHY359369
32660,PHY378708
32661,PHY368191
32662,PHY342899
32663,PHY406973
32664,PHY356101
32665,PHY410257
32666,PHY312891
32667,PHY319424
32668,PHY433690
32669,PHY373063
32670,PHY339047
32671,PHY385684
32672,PHY379970
32673,PHY319572
32674,PHY356229
32675,PHY342525
32676,PHY358313
32677,PHY312327
32678,PHY365030
32679,PHY378897
32680,PHY426970
32681,PHY348107
32682,PHY348368
32683,PHY377996
32684,PHY351051
32685,PHY425048
32686,PHY332151
32687,PHY347906
32688,PHY334278
32689,PHY405539
32690,PHY375757
32691,PHY382773
32692,PHY355960
32693,PHY317666
32694,PHY356766
32695,PHY338602
32696,PHY349414
32697,PHY331205
32698,PHY334097
32699,PHY334608
32700,PHY410352
32701,PHY340705
32702,PHY350593
32703,PHY327547
32704,PHY430803
32705,PHY358421
32706,PHY334395
32707,PHY362639
32708,PHY392670
32709,PHY328743
32710,PHY351272
32711,PHY316856
32712,PHY313606
32713,PHY377514
32714,PHY317753
32715,PHY364492
32716,PHY338133
32717,PHY398917
32718,PHY390666
32719,PHY348567
32720,PHY415217
32721,PHY315271
32722,PHY370408
32723,PHY351711
32724,PHY406211
32725,PHY356911
32726,PHY315037
32727,PHY334421
32728,PHY322639
32729,PHY321883
32730,PHY387491
32731,PHY381626
32732,PHY358298
32733,PHY313974
32734,PHY358793
32735,PHY416452
32736,PHY397187
32737,PHY382585
32738,PHY335831
32739,PHY320394
32740,PHY359691
32741,PHY315654
32742,PHY368542
32743,PHY396784
32744,PHY396795
32745,PHY343027
32746,PHY374869
32747,PHY378204
32748,PHY406751
32749,PHY378986
32750,PHY325944
32751,PHY326821
32752,PHY331303
32753,PHY321005
32754,PHY386657
32755,PHY397118
32756,PHY338290
32757,PHY423891
32758,PHY369610
32759,PHY391106
32760,PHY360142
32761,PHY327895
32762,PHY414957
32763,PHY381352
32764,PHY422344
32765,PHY428876
32766,PHY364327
32767,PHY424763
32768,PHY401742
32769,PHY333068
32770,PHY372061
32771,PHY352925
32772,PHY321414
32773,PHY374680
32774,PHY427898
32775,PHY391704
32776,PHY324785
32777,PHY427521
32778,PHY412263
32779,PHY416576
32780,PHY353692
32781,PHY389484
32782,PHY427862
32783,PHY422741
32784,PHY379958
32785,PHY374470
32786,PHY429918
32787,PHY363318
32788,PHY335794
32789,PHY424323
32790,PHY376736
32791,PHY421842
32792,PHY341103
32793,PHY426337
32794,PHY391409
32795,PHY340426
32796,PHY398831
32797,PHY418822
32798,PHY420450
32799,PHY428597
32800,PHY326016
32801,PHY376416
32802,PHY390444
32803,PHY359986
32804,PHY357471
32805,PHY433306
32806,PHY426876
32807,PHY380360
32808,PHY408276
32809,PHY419549
32810,PHY381849
32811,PHY323222
32812,PHY403488
32813,PHY416172
32814,PHY390370
32815,PHY315979
32816,PHY417943
32817,PHY348654
32818,PHY342855
32819,PHY389411
32820,PHY358121
32821,PHY325911
32822,PHY368442
32823,PHY345935
32824,PHY322984
32825,PHY393650
32826,PHY389307
32827,PHY402212
32828,PHY396166
32829,PHY327337
32830,PHY389170
32831,PHY369233
32832,PHY350395
32833,PHY347427
32834,PHY407329
32835,PHY425687
32836,PHY418470
32837,PHY411788
32838,PHY327885
32839,PHY311090
32840,PHY356676
32841,PHY397673
32842,PHY390605
32843,PHY422675
32844,PHY322750
32845,PHY335847
32846,PHY362786
32847,PHY393915
32848,PHY390367
32849,PHY322679
32850,PHY350345
32851,PHY432303
32852,PHY410931
32853,PHY345877
32854,PHY425129
32855,PHY372561
32856,PHY396325
32857,PHY378237
32858,PHY426919
32859,PHY377000
32860,PHY313446
32861,PHY333924
32862,PHY329293
32863,PHY385032
32864,PHY342310
32865,PHY327879
32866,PHY401785
32867,PHY321202
32868,PHY412593
32869,PHY386882
32870,PHY389606
32871,PHY336229
32872,PHY357580
32873,PHY428630
32874,PHY397395
32875,PHY361958
32876,PHY413521
32877,PHY414899
32878,PHY396611
32879,PHY343113
32880,PHY388619
32881,PHY416209
32882,PHY351642
32883,PHY341028
32884,PHY335924
32885,PHY332006
32886,PHY366749
32887,PHY415207
32888,PHY330905
32889,PHY363601
32890,PHY420773
32891,PHY402938
32892,PHY332646
32893,PHY413663
32894,PHY372184
32895,PHY412596
32896,PHY413175
32897,PHY391618
32898,PHY338113
32899,PHY426577
32900,PHY356819
32901,PHY317096
32902,PHY328352
32903,PHY329498
32904,PHY333276
32905,PHY337442
32906,PHY339380
32907,PHY376541
32908,PHY318988
32909,PHY404525
32910,PHY338550
32911,PHY343896
32912,PHY375489
32913,PHY431120
32914,PHY339753
32915,PHY334356
32916,PHY333912
32917,PHY349229
32918,PHY430484
32919,PHY335657
32920,PHY400187
32921,PHY412963
32922,PHY411879
32923,PHY350900
32924,PHY368173
32925,PHY415234
32926,PHY371957
32927,PHY420426
32928,PHY412017
32929,PHY327880
32930,PHY402261
32931,PHY357695
32932,PHY372107
32933,PHY337275
32934,PHY367357
32935,PHY388677
32936,PHY404334
32937,PHY337584
32938,PHY326476
32939,PHY351690
32940,PHY328604
32941,PHY402587
32942,PHY376298
32943,PHY370689
32944,PHY370999
32945,PHY375201
32946,PHY383441
32947,PHY347056
32948,PHY390005
32949,PHY410967
32950,PHY361607
32951,PHY425068
32952,PHY334365
32953,PHY355662
32954,PHY354688
32955,PHY380694
32956,PHY354707
32957,PHY337154
32958,PHY412999
32959,PHY350402
32960,PHY426913
32961,PHY384437
32962,PHY416963
32963,PHY355117
32964,PHY374167
32965,PHY413615
32966,PHY339512
32967,PHY409672
32968,PHY328931
32969,PHY326747
32970,PHY328533
32971,PHY376756
32972,PHY421417
32973,PHY381957
32974,PHY343744
32975,PHY342689
32976,PHY363889
32977,PHY315104
32978,PHY337400
32979,PHY415251
32980,PHY374217
32981,PHY431291
32982,PHY321189
32983,PHY322571
32984,PHY333241
32985,PHY394177
32986,PHY399798
32987,PHY412097
32988,PHY426380
32989,PHY361802
32990,PHY355516
32991,PHY386508
32992,PHY420671
32993,PHY330535
32994,PHY431463
32995,PHY400080
32996,PHY322658
32997,PHY348439
32998,PHY313183
32999,PHY415225
33000,PHY411104
33001,PHY400725
33002,PHY389724
33003,PHY321995
33004,PHY363110
33005,PHY341679
33006,PHY426374
33007,PHY327981
33008,PHY311804
33009,PHY427714
33010,PHY397631
33011,PHY312890
33012,PHY341271
33013,PHY325251
33014,PHY339454
33015,PHY432680
33016,PHY368434
33017,PHY374671
33018,PHY351248
33019,PHY425530
33020,PHY388722
33021,PHY344568
33022,PHY376073
33023,PHY354275
33024,PHY434072
33025,PHY376600
33026,PHY372077
33027,PHY338452
33028,PHY352231
33029,PHY357902
33030,PHY345788
33031,PHY403151
33032,PHY402008
33033,PHY421212
33034,PHY394577
33035,PHY355213
33036,PHY334459
33037,PHY427122
33038,PHY360677
33039,PHY358500
33040,PHY339163
33041,PHY337081
33042,PHY395417
33043,PHY322699
33044,PHY336554
33045,PHY383113
33046,PHY344691
33047,PHY377152
33048,PHY322268
33049,PHY346280
33050,PHY366215
33051,PHY361415
33052,PHY417653
33053,PHY406520
33054,PHY386494
33055,PHY420274
33056,PHY368580
33057,PHY380122
33058,PHY401126
33059,PHY311354
33060,PHY420909
33061,PHY425177
33062,PHY333160
33063,PHY335882
33064,PHY348273
33065,PHY419743
33066,PHY353339
33067,PHY345120
33068,PHY413988
33069,PHY348807
33070,PHY313978
33071,PHY421996
33072,PHY334477
33073,PHY340857
33074,PHY404996
33075,PHY360316
33076,PHY406221
33077,PHY402062
33078,PHY428898
33079,PHY367621
33080,PHY323958
33081,PHY431107
33082,PHY413241
33083,PHY343958
33084,PHY385589
33085,PHY424233
33086,PHY384129
33087,PHY316335
33088,PHY407863
33089,PHY331221
33090,PHY326611
33091,PHY312172
33092,PHY328692
33093,PHY356088
33094,PHY338305
33095,PHY341894
33096,PHY367093
33097,PHY415371
33098,PHY312716
33099,PHY336464
33100,PHY319233
33101,PHY374876
33102,PHY430436
33103,PHY430371
33104,PHY393295
33105,PHY323375
33106,PHY349493
33107,PHY395197
33108,PHY423197
33109,PHY407124
33110,PHY357522
33111,PHY405610
33112,PHY387803
33113,PHY346308
33114,PHY370984
33115,PHY405105
33116,PHY416778
33117,PHY357460
33118,PHY369424
33119,PHY323992
33120,PHY400090
33121,PHY386980
33122,PHY371716
33123,PHY323044
33124,PHY390499
33125,PHY390052
33126,PHY335564
33127,PHY357755
33128,PHY428577
33129,PHY369319
33130,PHY378786
33131,PHY413628
33132,PHY411422
33133,PHY378136
33134,PHY370248
33135,PHY353457
33136,PHY320501
33137,PHY382457
33138,PHY415083
33139,PHY377335
33140,PHY329613
33141,PHY388830
33142,PHY343095
33143,PHY314986
33144,PHY426447
33145,PHY341431
33146,PHY401247
33147,PHY312313
33148,PHY381958
33149,PHY393705
33150,PHY428258
33151,PHY398958
33152,PHY386792
33153,PHY380213
33154,PHY416919
33155,PHY331740
33156,PHY404087
33157,PHY429664
33158,PHY311627
33159,PHY318977
33160,PHY399958
33161,PHY347154
33162,PHY417876
33163,PHY344135
33164,PHY421451
33165,PHY393542
33166,PHY344403
33167,PHY361746
33168,PHY403389
33169,PHY432863
33170,PHY391301
33171,PHY338710
33172,PHY324296
33173,PHY395752
33174,PHY369718
33175,PHY401683
33176,PHY429874
33177,PHY349049
33178,PHY319182
33179,PHY364074
33180,PHY321463
33181,PHY318687
33182,PHY358922
33183,PHY386468
33184,PHY433691
33185,PHY413870
33186,PHY401896
33187,PHY392137
33188,PHY369899
33189,PHY346504
33190,PHY327446
33191,PHY381756
33192,PHY409048
33193,PHY407605
33194,PHY416756
33195,PHY345065
33196,PHY362762
33197,PHY347743
33198,PHY407462
33199,PHY377030
33200,PHY397462
33201,PHY417237
33202,PHY359278
33203,PHY420693
33204,PHY376776
33205,PHY401631
33206,PHY350860
33207,PHY367733
33208,PHY415035
33209,PHY312463
33210,PHY390409
33211,PHY355736
33212,PHY366288
33213,PHY398527
33214,PHY389473
33215,PHY392183
33216,PHY319793
33217,PHY418199
33218,PHY421363
33219,PHY400871
33220,PHY386630
33221,PHY418325
33222,PHY327598
33223,PHY341614
33224,PHY344982
33225,PHY368986
33226,PHY367428
33227,PHY336434
33228,PHY349305
33229,PHY397423
33230,PHY403495
33231,PHY312234
33232,PHY370797
33233,PHY401496
33234,PHY380119
33235,PHY348457
33236,PHY353951
33237,PHY425290
33238,PHY387005
33239,PHY432116
33240,PHY321295
33241,PHY388612
33242,PHY345665
33243,PHY405783
33244,PHY417747
33245,PHY395948
33246,PHY337663
33247,PHY384964
33248,PHY395976
33249,PHY404456
33250,PHY331190
33251,PHY315131
33252,PHY394851
33253,PHY430360
33254,PHY333666
33255,PHY428377
33256,PHY355865
33257,PHY426242
33258,PHY395712
33259,PHY386973
33260,PHY386871
33261,PHY411000
33262,PHY409522
33263,PHY369624
33264,PHY365624
33265,PHY406100
33266,PHY411993
33267,PHY345687
33268,PHY331018
33269,PHY329169
33270,PHY348382
33271,PHY401498
33272,PHY357769
33273,PHY327805
33274,PHY362046
33275,PHY399641
33276,PHY356978
33277,PHY331951
33278,PHY337537
33279,PHY390057
33280,PHY319690
33281,PHY421404
33282,PHY364396
33283,PHY324414
33284,PHY348842
33285,PHY411425
33286,PHY406894
33287,PHY430514
33288,PHY361222
33289,PHY331776
33290,PHY429035
33291,PHY355355
33292,PHY433001
33293,PHY428404
33294,PHY347333
33295,PHY340242
33296,PHY315159
33297,PHY433304
33298,PHY326686
33299,PHY394575
33300,PHY382933
33301,PHY409510
33302,PHY411387
33303,PHY395512
33304,PHY351310
33305,PHY412181
33306,PHY317034
33307,PHY345439
33308,PHY311157
33309,PHY383178
33310,PHY343542
33311,PHY332786
33312,PHY345040
33313,PHY432893
33314,PHY401272
33315,PHY345782
33316,PHY372863
33317,PHY360814
33318,PHY378642
33319,PHY344904
33320,PHY387534
33321,PHY337237
33322,PHY354227
33323,PHY323684
33324,PHY361422
33325,PHY378476
33326,PHY398097
33327,PHY336854
33328,PHY419170
33329,PHY311193
33330,PHY336804
33331,PHY410252
33332,PHY364146
33333,PHY394634
33334,PHY314153
33335,PHY413384
33336,PHY340970
33337,PHY428883
33338,PHY397951
33339,PHY352832
33340,PHY403322
33341,PHY333268
33342,PHY314683
33343,PHY418019
33344,PHY360929
33345,PHY390321
33346,PHY414835
33347,PHY355666
33348,PHY395890
33349,PHY368187
33350,PHY366871
33351,PHY404497
33352,PHY362704
33353,PHY425450
33354,PHY396254
33355,PHY417214
33356,PHY343430
33357,PHY356462
33358,PHY382612
33359,PHY394901
33360,PHY395252
33361,PHY331860
33362,PHY384302
33363,PHY347952
33364,PHY347467
33365,PHY352100
33366,PHY314386
33367,PHY342779
33368,PHY404096
33369,PHY314673
33370,PHY403044
33371,PHY355934
33372,PHY412585
33373,PHY425488
33374,PHY354387
33375,PHY366275
33376,PHY336409
33377,PHY321572
33378,PHY369372
33379,PHY390477
33380,PHY426120
33381,PHY347040
33382,PHY417672
33383,PHY337792
33384,PHY424947
33385,PHY416495
33386,PHY401002
33387,PHY340363
33388,PHY395909
33389,PHY389166
33390,PHY404853
33391,PHY409948
33392,PHY366455
33393,PHY316619
33394,PHY399286
33395,PHY331232
33396,PHY345318
33397,PHY378578
33398,PHY359969
33399,PHY390450
33400,PHY421649
33401,PHY420999
33402,PHY390360
33403,PHY390058
33404,PHY422097
33405,PHY367244
33406,PHY330914
33407,PHY389358
33408,PHY320257
33409,PHY354456
33410,PHY378635
33411,PHY375319
33412,PHY410754
33413,PHY341991
33414,PHY401881
33415,PHY328073
33416,PHY330376
33417,PHY353039
33418,PHY403468
33419,PHY374768
33420,PHY368022
33421,PHY404891
33422,PHY318767
33423,PHY433793
33424,PHY342518
33425,PHY372389
33426,PHY311863
33427,PHY417326
33428,PHY364764
33429,PHY395866
33430,PHY343032
33431,PHY372262
33432,PHY372222
33433,PHY345352
33434,PHY375330
33435,PHY359104
33436,PHY420525
33437,PHY331198
33438,PHY400833
33439,PHY394447
33440,PHY313292
33441,PHY360375
33442,PHY396362
33443,PHY312537
33444,PHY415650
33445,PHY405361
33446,PHY350163
33447,PHY342127
33448,PHY385829
33449,PHY390749
33450,PHY388516
33451,PHY356332
33452,PHY369278
33453,PHY335644
33454,PHY390726
33455,PHY373633
33456,PHY405322
33457,PHY398928
33458,PHY325453
33459,PHY386160
33460,PHY360399
33461,PHY429834
33462,PHY321619
33463,PHY315054
33464,PHY365089
33465,PHY429878
33466,PHY408767
33467,PHY423230
33468,PHY421416
33469,PHY412074
33470,PHY370532
33471,PHY418181
33472,PHY400540
33473,PHY377116
33474,PHY371460
33475,PHY410157
33476,PHY338693
33477,PHY368762
33478,PHY407055
33479,PHY420500
33480,PHY374500
33481,PHY327925
33482,PHY353610
33483,PHY377468
33484,PHY352644
33485,PHY324687
33486,PHY382926
33487,PHY331005
33488,PHY419900
33489,PHY393608
33490,PHY369700
33491,PHY381323
33492,PHY372078
33493,PHY333330
33494,PHY376874
33495,PHY400240
33496,PHY426857
33497,PHY316455
33498,PHY422130
33499,PHY370097
33500,PHY378051
33501,PHY430864
33502,PHY312580
33503,PHY324212
33504,PHY370631
33505,PHY354346
33506,PHY401998
33507,PHY338111
33508,PHY424804
33509,PHY374818
33510,PHY431555
33511,PHY315211
33512,PHY429308
33513,PHY415412
33514,PHY312612
33515,PHY325190
33516,PHY353778
33517,PHY358146
33518,PHY396442
33519,PHY344610
33520,PHY349610
33521,PHY407185
33522,PHY404001
33523,PHY399828
33524,PHY322894
33525,PHY412348
33526,PHY407895
33527,PHY397067
33528,PHY326921
33529,PHY388586
33530,PHY339213
33531,PHY396475
33532,PHY334955
33533,PHY327866
33534,PHY393438
33535,PHY331774
33536,PHY351085
33537,PHY359737
33538,PHY319139
33539,PHY312629
33540,PHY365412
33541,PHY313672
33542,PHY374678
33543,PHY405452
33544,PHY382501
33545,PHY425995
33546,PHY386148
33547,PHY406225
33548,PHY322709
33549,PHY370377
33550,PHY375045
33551,PHY332260
33552,PHY326455
33553,PHY321303
33554,PHY377814
33555,PHY364392
33556,PHY419245
33557,PHY416528
33558,PHY359074
33559,PHY399335
33560,PHY333414
33561,PHY344928
33562,PHY320807
33563,PHY365258
33564,PHY369944
33565,PHY363600
33566,PHY418946
33567,PHY343052
33568,PHY312272
33569,PHY383927
33570,PHY335427
33571,PHY355722
33572,PHY419647
33573,PHY424974
33574,PHY366227
33575,PHY425064
33576,PHY332512
33577,PHY356007
33578,PHY370987
33579,PHY319803
33580,PHY420136
33581,PHY397045
33582,PHY371727
33583,PHY338438
33584,PHY324856
33585,PHY392600
33586,PHY414067
33587,PHY413839
33588,PHY431863
33589,PHY381804
33590,PHY377003
33591,PHY341339
33592,PHY426437
33593,PHY407873
33594,PHY385618
33595,PHY403849
33596,PHY427693
33597,PHY427813
33598,PHY382196
33599,PHY322481
33600,PHY379318
33601,PHY433104
33602,PHY399376
33603,PHY340521
33604,PHY364997
33605,PHY419412
33606,PHY395508
33607,PHY327927
33608,PHY425808
33609,PHY335531
33610,PHY358763
33611,PHY345345
33612,PHY317222
33613,PHY386151
33614,PHY369773
33615,PHY418607
33616,PHY324702
33617,PHY413365
33618,PHY404147
33619,PHY317292
33620,PHY412835
33621,PHY424056
33622,PHY380325
33623,PHY407932
33624,PHY405768
33625,PHY376728
33626,PHY363382
33627,PHY372609
33628,PHY397082
33629,PHY330610
33630,PHY423311
33631,PHY417967
33632,PHY317279
33633,PHY340785
33634,PHY423322
33635,PHY342050
33636,PHY414287
33637,PHY396579
33638,PHY346660
33639,PHY313401
33640,PHY379567
33641,PHY368975
33642,PHY433086
33643,PHY323253
33644,PHY330609
33645,PHY380261
33646,PHY371815
33647,PHY329108
33648,PHY378790
33649,PHY345778
33650,PHY323645
33651,PHY430924
33652,PHY400112
33653,PHY366582
33654,PHY322881
33655,PHY312058
33656,PHY418170
33657,PHY433683
33658,PHY326563
33659,PHY318900
33660,PHY333133
33661,PHY322430
33662,PHY318715
33663,PHY392565
33664,PHY406213
33665,PHY431517
33666,PHY338172
33667,PHY385955
33668,PHY376239
33669,PHY325224
33670,PHY313158
33671,PHY370389
33672,PHY328256
33673,PHY351309
33674,PHY417886
33675,PHY340819
33676,PHY340368
33677,PHY327030
33678,PHY334430
33679,PHY382335
33680,PHY406587
33681,PHY422100
33682,PHY424135
33683,PHY339148
33684,PHY354876
33685,PHY423082
33686,PHY347093
33687,PHY426572
33688,PHY414612
33689,PHY312575
33690,PHY403066
33691,PHY433803
33692,PHY424786
33693,PHY319147
33694,PHY354498
33695,PHY384876
33696,PHY340579
33697,PHY402701
33698,PHY341302
33699,PHY377486
33700,PHY403262
33701,PHY391433
33702,PHY381902
33703,PHY399502
33704,PHY368324
33705,PHY363888
33706,PHY327731
33707,PHY341999
33708,PHY397639
33709,PHY390868
33710,PHY427103
33711,PHY394032
33712,PHY383262
33713,PHY425359
33714,PHY329883
33715,PHY340707
33716,PHY323769
33717,PHY401869
33718,PHY337598
33719,PHY372786
33720,PHY381750
33721,PHY339433
33722,PHY373838
33723,PHY359057
33724,PHY384972
33725,PHY330814
33726,PHY405784
33727,PHY343908
33728,PHY398281
33729,PHY360402
33730,PHY419518
33731,PHY385557
33732,PHY406508
33733,PHY378963
33734,PHY342217
33735,PHY356002
33736,PHY394711
33737,PHY333346
33738,PHY355729
33739,PHY432742
33740,PHY402913
33741,PHY377620
33742,PHY388448
33743,PHY316470
33744,PHY416115
33745,PHY376859
33746,PHY433181
33747,PHY314984
33748,PHY332456
33749,PHY403295
33750,PHY345132
33751,PHY340565
33752,PHY314267
33753,PHY324637
33754,PHY382830
33755,PHY380659
33756,PHY378368
33757,PHY406481
33758,PHY401443
33759,PHY405770
33760,PHY426390
33761,PHY358636
33762,PHY417589
33763,PHY350019
33764,PHY319117
33765,PHY423261
33766,PHY346406
33767,PHY390877
33768,PHY394426
33769,PHY395886
33770,PHY383792
33771,PHY337375
33772,PHY390761
33773,PHY374978
33774,PHY387094
33775,PHY383946
33776,PHY433529
33777,PHY423055
33778,PHY430711
33779,PHY383952
33780,PHY359359
33781,PHY377388
33782,PHY424646
33783,PHY344536
33784,PHY409747
33785,PHY355490
33786,PHY357667
33787,PHY329565
33788,PHY320576
33789,PHY363067
33790,PHY336597
33791,PHY375808
33792,PHY408754
33793,PHY394650
33794,PHY407259
33795,PHY414884
33796,PHY401777
33797,PHY408899
33798,PHY429424
33799,PHY333011
33800,PHY430641
33801,PHY391227
33802,PHY379573
33803,PHY421684
33804,PHY334711
33805,PHY404247
33806,PHY402608
33807,PHY425829
33808,PHY417529
33809,PHY418159
33810,PHY335348
33811,PHY345031
33812,PHY415009
33813,PHY368572
33814,PHY388497
33815,PHY342761
33816,PHY408435
33817,PHY405852
33818,PHY314368
33819,PHY401209
33820,PHY348664
33821,PHY423834
33822,PHY385405
33823,PHY418982
33824,PHY323092
33825,PHY364295
33826,PHY380580
33827,PHY326799
33828,PHY321647
33829,PHY405233
33830,PHY393365
33831,PHY343029
33832,PHY382702
33833,PHY340438
33834,PHY408929
33835,PHY343465
33836,PHY417477
33837,PHY392817
33838,PHY397965
33839,PHY343287
33840,PHY329795
33841,PHY376202
33842,PHY414560
33843,PHY334118
33844,PHY419304
33845,PHY321211
33846,PHY353712
33847,PHY370936
33848,PHY352452
33849,PHY353123
33850,PHY374122
33851,PHY370924
33852,PHY357381
33853,PHY416695
33854,PHY416747
33855,PHY354616
33856,PHY407983
33857,PHY319494
33858,PHY334903
33859,PHY355841
33860,PHY424746
33861,PHY329025
33862,PHY357953
33863,PHY331024
33864,PHY403816
33865,PHY393468
33866,PHY413880
33867,PHY383141
33868,PHY337478
33869,PHY387379
33870,PHY373601
33871,PHY378528
33872,PHY388553
33873,PHY331694
33874,PHY343024
33875,PHY321635
33876,PHY379427
33877,PHY385046
33878,PHY357345
33879,PHY330234
33880,PHY419688
33881,PHY339880
33882,PHY357884
33883,PHY325767
33884,PHY348404
33885,PHY408979
33886,PHY346531
33887,PHY399042
33888,PHY339872
33889,PHY341473
33890,PHY392827
33891,PHY354933
33892,PHY390012
33893,PHY428058
33894,PHY400613
33895,PHY371200
33896,PHY380210
33897,PHY417844
33898,PHY331327
33899,PHY433309
33900,PHY320078
33901,PHY391395
33902,PHY327003
33903,PHY415860
33904,PHY415940
33905,PHY411828
33906,PHY318939
33907,PHY376153
33908,PHY390950
33909,PHY370432
33910,PHY416369
33911,PHY344863
33912,PHY411057
33913,PHY362405
33914,PHY418088
33915,PHY412953
33916,PHY398623
33917,PHY431101
33918,PHY395481
33919,PHY377330
33920,PHY336677
33921,PHY382440
33922,PHY431810
33923,PHY346001
33924,PHY424684
33925,PHY376250
33926,PHY405652
33927,PHY392345
33928,PHY400945
33929,PHY400091
33930,PHY384404
33931,PHY408324
33932,PHY430111
33933,PHY403498
33934,PHY350516
33935,PHY311268
33936,PHY428164
33937,PHY420843
33938,PHY357931
33939,PHY390918
33940,PHY345698
33941,PHY430793
33942,PHY338955
33943,PHY342139
33944,PHY420166
33945,PHY365093
33946,PHY434020
33947,PHY332234
33948,PHY343306
33949,PHY424862
33950,PHY374096
33951,PHY431425
33952,PHY367996
