OtherPhysician_ID,OtherPhysician
18049,PHY412360
18050,PHY370378
18051,PHY416302
18052,PHY376238
18053,PHY395049
18054,PHY338578
18055,PHY426358
18056,PHY368840
18057,PHY410243
18058,PHY389917
18059,PHY398628
18060,PHY330575
18061,PHY390415
18062,PHY424528
18063,PHY347929
18064,PHY320796
18065,PHY402837
18066,PHY424750
18067,PHY401231
18068,PHY353998
18069,PHY377543
18070,PHY311037
18071,PHY341799
18072,PHY417249
18073,PHY374377
18074,PHY388750
18075,PHY325751
18076,PHY388408
18077,PHY426518
18078,PHY383713
18079,PHY399063
18080,PHY328297
18081,PHY360935
18082,PHY390829
18083,PHY392356
18084,PHY368930
18085,PHY394890
18086,PHY324972
18087,PHY351497
18088,PHY389616
18089,PHY354341
18090,PHY335459
18091,PHY375007
18092,PHY348712
18093,PHY429258
18094,PHY356628
18095,PHY366947
18096,PHY408713
18097,PHY323558
18098,PHY367001
18099,PHY415438
18100,PHY314399
18101,PHY387176
18102,PHY362047
18103,PHY363620
18104,PHY416911
18105,PHY333003
18106,PHY352470
18107,PHY361964
18108,PHY393353
18109,PHY361182
18110,PHY350398
18111,PHY357392
18112,PHY366301
18113,PHY384023
18114,PHY368707
18115,PHY356801
18116,PHY395253
18117,PHY389791
18118,PHY403429
18119,PHY418942
18120,PHY393794
18121,PHY362826
18122,PHY369724
18123,PHY381553
18124,PHY374777
18125,PHY335292
18126,PHY408048
18127,PHY328349
18128,PHY418298
18129,PHY430525
18130,PHY414970
18131,PHY376133
18132,PHY333469
18133,PHY318919
18134,PHY380639
18135,PHY426886
18136,PHY416314
18137,PHY401336
18138,PHY315610
18139,PHY379744
18140,PHY431842
18141,PHY358717
18142,PHY331981
18143,PHY356306
18144,PHY384999
18145,PHY332961
18146,PHY404209
18147,PHY325340
18148,PHY380990
18149,PHY410684
18150,PHY385104
18151,PHY351927
18152,PHY394504
18153,PHY403727
18154,PHY412856
18155,PHY316734
18156,PHY360146
18157,PHY433649
18158,PHY319419
18159,PHY395990
18160,PHY402358
18161,PHY312710
18162,PHY409673
18163,PHY409465
18164,PHY320200
18165,PHY331555
18166,PHY394964
18167,PHY355616
18168,PHY311466
18169,PHY338235
18170,PHY411309
18171,PHY320869
18172,PHY419613
18173,PHY321112
18174,PHY357731
18175,PHY346245
18176,PHY426477
18177,PHY394871
18178,PHY422102
18179,PHY337972
18180,PHY333054
18181,PHY400781
18182,PHY381817
18183,PHY416713
18184,PHY391413
18185,PHY366533
18186,PHY347798
18187,PHY400096
18188,PHY421633
18189,PHY410748
18190,PHY337146
18191,PHY384478
18192,PHY431807
18193,PHY315232
18194,PHY328437
18195,PHY403688
18196,PHY342075
18197,PHY354808
18198,PHY418850
18199,PHY356486
18200,PHY341278
18201,PHY430072
18202,PHY319862
18203,PHY380739
18204,PHY368472
18205,PHY401292
18206,PHY406653
18207,PHY338011
18208,PHY415397
18209,PHY336195
18210,PHY313013
18211,PHY364660
18212,PHY341323
18213,PHY410422
18214,PHY325940
18215,PHY388345
18216,PHY338671
18217,PHY377612
18218,PHY361632
18219,PHY317272
18220,PHY399576
18221,PHY352748
18222,PHY388106
18223,PHY409356
18224,PHY357644
18225,PHY360982
18226,PHY318942
18227,PHY369690
18228,PHY420326
18229,PHY364519
18230,PHY329270
18231,PHY424536
18232,PHY319044
18233,PHY340670
18234,PHY377695
18235,PHY371774
18236,PHY394882
18237,PHY365882
18238,PHY318061
18239,PHY394738
18240,PHY366869
18241,PHY351284
18242,PHY414034
18243,PHY417763
18244,PHY381654
18245,PHY392990
18246,PHY403481
18247,PHY343445
18248,PHY383771
18249,PHY358017
18250,PHY331105
18251,PHY326026
18252,PHY425034
18253,PHY357829
18254,PHY335300
18255,PHY391448
18256,PHY353353
18257,PHY325102
18258,PHY391556
18259,PHY425032
18260,PHY318547
18261,PHY342580
18262,PHY350906
18263,PHY427374
18264,PHY353912
18265,PHY419555
18266,PHY313300
18267,PHY339269
18268,PHY379787
18269,PHY370217
18270,PHY373123
18271,PHY375816
18272,PHY377306
18273,PHY335183
18274,PHY384657
18275,PHY332227
18276,PHY379699
18277,PHY368695
18278,PHY393898
18279,PHY341208
18280,PHY429617
18281,PHY374628
18282,PHY342847
18283,PHY433817
18284,PHY349984
18285,PHY360205
18286,PHY341924
18287,PHY363612
18288,PHY346764
18289,PHY315355
18290,PHY423652
18291,PHY430617
18292,PHY388224
18293,PHY324373
18294,PHY394129
18295,PHY348810
18296,PHY338459
18297,PHY419823
18298,PHY402380
18299,PHY421040
18300,PHY322524
18301,PHY360372
18302,PHY380675
18303,PHY345149
18304,PHY391127
18305,PHY396001
18306,PHY317033
18307,PHY420262
18308,PHY398409
18309,PHY320771
18310,PHY407057
18311,PHY389278
18312,PHY377706
18313,PHY371379
18314,PHY342685
18315,PHY360627
18316,PHY371225
18317,PHY375805
18318,PHY395571
18319,PHY316137
18320,PHY395059
18321,PHY412098
18322,PHY411034
18323,PHY386309
18324,PHY339486
18325,PHY372002
18326,PHY368802
18327,PHY341565
18328,PHY343986
18329,PHY432608
18330,PHY393799
18331,PHY335252
18332,PHY391480
18333,PHY341141
18334,PHY341085
18335,PHY352641
18336,PHY392237
18337,PHY392909
18338,PHY340458
18339,PHY404250
18340,PHY410766
18341,PHY336890
18342,PHY408612
18343,PHY332339
18344,PHY422693
18345,PHY411465
18346,PHY353583
18347,PHY394575
18348,PHY336541
18349,PHY383868
18350,PHY396244
18351,PHY360993
18352,PHY331290
18353,PHY396053
18354,PHY417697
18355,PHY344139
18356,PHY402085
18357,PHY396393
18358,PHY417210
18359,PHY418057
18360,PHY342504
18361,PHY356727
18362,PHY390199
18363,PHY324224
18364,PHY417921
18365,PHY379456
18366,PHY416919
18367,PHY327858
18368,PHY410674
18369,PHY339397
18370,PHY428996
18371,PHY342509
18372,PHY327055
18373,PHY428767
18374,PHY381393
18375,PHY353189
18376,PHY407982
18377,PHY340008
18378,PHY377334
18379,PHY431668
18380,PHY337096
18381,PHY431998
18382,PHY419807
18383,PHY354104
18384,PHY399394
18385,PHY381934
18386,PHY330006
18387,PHY430243
18388,PHY330850
18389,PHY398455
18390,PHY370219
18391,PHY339500
18392,PHY421108
18393,PHY333878
18394,PHY423666
18395,PHY414214
18396,PHY426973
18397,PHY399017
18398,PHY345242
18399,PHY326348
18400,PHY385457
18401,PHY357405
18402,PHY396150
18403,PHY406221
18404,PHY404975
18405,PHY351094
18406,PHY361143
18407,PHY328228
18408,PHY334323
18409,PHY316947
18410,PHY357059
18411,PHY408005
18412,PHY355997
18413,PHY382203
18414,PHY312244
18415,PHY424575
18416,PHY334269
18417,PHY357109
18418,PHY323733
18419,PHY412802
18420,PHY338303
18421,PHY418456
18422,PHY386540
18423,PHY355531
18424,PHY316822
18425,PHY327209
18426,PHY398725
18427,PHY376203
18428,PHY315549
18429,PHY369731
18430,PHY402523
18431,PHY426913
18432,PHY376741
18433,PHY363853
18434,PHY313875
18435,PHY319445
18436,PHY314740
18437,PHY346933
18438,PHY340752
18439,PHY411681
18440,PHY390582
18441,PHY341668
18442,PHY355522
18443,PHY423260
18444,PHY415904
18445,PHY350129
18446,PHY376276
18447,PHY408173
18448,PHY315297
18449,PHY371185
18450,PHY335544
18451,PHY324139
18452,PHY371626
18453,PHY427418
18454,PHY378928
18455,PHY382841
18456,PHY427465
18457,PHY338574
18458,PHY418190
18459,PHY414572
18460,PHY404805
18461,PHY350405
18462,PHY401171
18463,PHY356960
18464,PHY320007
18465,PHY337143
18466,PHY402169
18467,PHY388388
18468,PHY338475
18469,PHY364631
18470,PHY349829
18471,PHY375152
18472,PHY315167
18473,PHY314011
18474,PHY333690
18475,PHY363571
18476,PHY327790
18477,PHY388653
18478,PHY389035
18479,PHY384938
18480,PHY344575
18481,PHY395438
18482,PHY375129
18483,PHY348646
18484,PHY410150
18485,PHY326723
18486,PHY403598
18487,PHY311927
18488,PHY363513
18489,PHY402803
18490,PHY336797
18491,PHY407810
18492,PHY430188
18493,PHY389799
18494,PHY355097
18495,PHY410857
18496,PHY314348
18497,PHY337756
18498,PHY399804
18499,PHY311480
18500,PHY401707
18501,PHY331457
18502,PHY384175
18503,PHY349384
18504,PHY388112
18505,PHY408275
18506,PHY407279
18507,PHY337261
18508,PHY393578
18509,PHY387851
18510,PHY328909
18511,PHY315053
18512,PHY361433
18513,PHY414289
18514,PHY388745
18515,PHY425460
18516,PHY366517
18517,PHY397022
18518,PHY340678
18519,PHY378339
18520,PHY385973
18521,PHY415473
18522,PHY364623
18523,PHY342000
18524,PHY425750
18525,PHY360735
18526,PHY369442
18527,PHY351489
18528,PHY382416
18529,PHY328670
18530,PHY382908
18531,PHY420952
18532,PHY314435
18533,PHY354746
18534,PHY389755
18535,PHY348439
18536,PHY340077
18537,PHY365530
18538,PHY322535
18539,PHY430153
18540,PHY367396
18541,PHY329969
18542,PHY391192
18543,PHY405245
18544,PHY350383
18545,PHY389070
18546,PHY363440
18547,PHY390385
18548,PHY369402
18549,PHY392170
18550,PHY332871
18551,PHY408363
18552,PHY424345
18553,PHY331784
18554,PHY416597
18555,PHY370759
18556,PHY324058
18557,PHY371660
18558,PHY365774
18559,PHY335046
18560,PHY398212
18561,PHY347835
18562,PHY323066
18563,PHY311964
18564,PHY387173
18565,PHY421056
18566,PHY319559
18567,PHY426839
18568,PHY344705
18569,PHY402753
18570,PHY370601
18571,PHY387993
18572,PHY378989
18573,PHY347520
18574,PHY368850
18575,PHY419361
18576,PHY384818
18577,PHY314613
18578,PHY371962
18579,PHY339178
18580,PHY363094
18581,PHY331325
18582,PHY326168
18583,PHY420798
18584,PHY384045
18585,PHY351756
18586,PHY360024
18587,PHY370488
18588,PHY424002
18589,PHY331767
18590,PHY396114
18591,PHY382945
18592,PHY353730
18593,PHY430653
18594,PHY376925
18595,PHY342774
18596,PHY410048
18597,PHY415988
18598,PHY399468
18599,PHY323873
18600,PHY414993
18601,PHY329314
18602,PHY414718
18603,PHY347822
18604,PHY328558
18605,PHY324262
18606,PHY414558
18607,PHY394401
18608,PHY382267
18609,PHY391914
18610,PHY389078
18611,PHY342043
18612,PHY388135
18613,PHY365904
18614,PHY394026
18615,PHY391453
18616,PHY415278
18617,PHY321630
18618,PHY380524
18619,PHY323504
18620,PHY354369
18621,PHY320912
18622,PHY311620
18623,PHY331719
18624,PHY334048
18625,PHY364731
18626,PHY389538
18627,PHY361956
18628,PHY381080
18629,PHY408396
18630,PHY338494
18631,PHY410265
18632,PHY352208
18633,PHY371736
18634,PHY417896
18635,PHY362138
18636,PHY420656
18637,PHY381596
18638,PHY351775
18639,PHY318114
18640,PHY348940
18641,PHY411147
18642,PHY386946
18643,PHY325526
18644,PHY363875
18645,PHY413968
18646,PHY338913
18647,PHY358558
18648,PHY398887
18649,PHY381658
18650,PHY380632
18651,PHY340805
18652,PHY426409
18653,PHY428953
18654,PHY381859
18655,PHY381118
18656,PHY412602
18657,PHY372566
18658,PHY327271
18659,PHY316174
18660,PHY430698
18661,PHY335260
18662,PHY396093
18663,PHY415902
18664,PHY360659
18665,PHY314084
18666,PHY394335
18667,PHY361190
18668,PHY392427
18669,PHY412189
18670,PHY351540
18671,PHY341554
18672,PHY382648
18673,PHY343678
18674,PHY349392
18675,PHY425289
18676,PHY372907
18677,PHY318924
18678,PHY415285
18679,PHY351148
18680,PHY337537
18681,PHY430612
18682,PHY432041
18683,PHY331753
18684,PHY352144
18685,PHY430670
18686,PHY408261
18687,PHY334381
18688,PHY428502
18689,PHY417770
18690,PHY384379
18691,PHY338679
18692,PHY333395
18693,PHY410744
18694,PHY351946
18695,PHY391559
18696,PHY350676
18697,PHY404163
18698,PHY414771
18699,PHY433690
18700,PHY414731
18701,PHY363840
18702,PHY337633
18703,PHY377014
18704,PHY402874
18705,PHY325309
18706,PHY369374
18707,PHY429907
18708,PHY412989
18709,PHY332324
18710,PHY401469
18711,PHY322061
18712,PHY314812
18713,PHY417587
18714,PHY345416
18715,PHY322794
18716,PHY372264
18717,PHY352464
18718,PHY422274
18719,PHY357201
18720,PHY387720
18721,PHY356367
18722,PHY394301
18723,PHY373289
18724,PHY344776
18725,PHY395269
18726,PHY312270
18727,PHY395194
18728,PHY428891
18729,PHY343425
18730,PHY429557
18731,PHY416640
18732,PHY397587
18733,PHY361560
18734,PHY344038
18735,PHY314268
18736,PHY384349
18737,PHY422626
18738,PHY342577
18739,PHY316050
18740,PHY340130
18741,PHY312848
18742,PHY311798
18743,PHY388490
18744,PHY398106
18745,PHY429925
18746,PHY421299
18747,PHY400244
18748,PHY422786
18749,PHY314638
18750,PHY312545
18751,PHY351726
18752,PHY402765
18753,PHY406478
18754,PHY323950
18755,PHY415916
18756,PHY363485
18757,PHY315978
18758,PHY376958
18759,PHY411576
18760,PHY316635
18761,PHY408100
18762,PHY384827
18763,PHY399724
18764,PHY427995
18765,PHY375020
18766,PHY319573
18767,PHY380280
18768,PHY324556
18769,PHY402859
18770,PHY400572
18771,PHY329058
18772,PHY412787
18773,PHY327172
18774,PHY409619
18775,PHY319739
18776,PHY408426
18777,PHY357446
18778,PHY349882
18779,PHY402187
18780,PHY400022
18781,PHY355742
18782,PHY398688
18783,PHY388016
18784,PHY418677
18785,PHY328151
18786,PHY405439
18787,PHY356987
18788,PHY391792
18789,PHY323027
18790,PHY372012
18791,PHY328093
18792,PHY374872
18793,PHY417778
18794,PHY364472
18795,PHY374208
18796,PHY311034
18797,PHY311691
18798,PHY358361
18799,PHY397014
18800,PHY408218
18801,PHY369274
18802,PHY325205
18803,PHY368968
18804,PHY341379
18805,PHY393801
18806,PHY325074
18807,PHY407878
18808,PHY433079
18809,PHY323199
18810,PHY331317
18811,PHY316782
18812,PHY366783
18813,PHY418926
18814,PHY387594
18815,PHY406876
18816,PHY364688
18817,PHY421212
18818,PHY430379
18819,PHY391774
18820,PHY414998
18821,PHY370980
18822,PHY402815
18823,PHY358135
18824,PHY354078
18825,PHY326934
18826,PHY430793
18827,PHY385863
18828,PHY390608
18829,PHY376399
18830,PHY333810
18831,PHY409235
18832,PHY331537
18833,PHY350602
18834,PHY413057
18835,PHY399932
18836,PHY397065
18837,PHY317997
18838,PHY353449
18839,PHY348136
18840,PHY322572
18841,PHY408225
18842,PHY397892
18843,PHY368800
18844,PHY330573
18845,PHY362370
18846,PHY322483
18847,PHY315815
18848,PHY365031
18849,PHY413924
18850,PHY417137
18851,PHY422429
18852,PHY396242
18853,PHY389596
18854,PHY361327
18855,PHY358086
18856,PHY373850
18857,PHY367502
18858,PHY382377
18859,PHY356743
18860,PHY319004
18861,PHY322232
18862,PHY390077
18863,PHY407034
18864,PHY397665
18865,PHY350146
18866,PHY434122
18867,PHY354366
18868,PHY394060
18869,PHY396108
18870,PHY335354
18871,PHY329449
18872,PHY331646
18873,PHY333835
18874,PHY352496
18875,PHY399573
18876,PHY364072
18877,PHY387116
18878,PHY391691
18879,PHY348767
18880,PHY333474
18881,PHY357093
18882,PHY331138
18883,PHY357862
18884,PHY327861
18885,PHY355242
18886,PHY341166
18887,PHY404252
18888,PHY353376
18889,PHY319897
18890,PHY390853
18891,PHY402460
18892,PHY317126
18893,PHY313796
18894,PHY319529
18895,PHY344375
18896,PHY384101
18897,PHY391309
18898,PHY338768
18899,PHY345814
18900,PHY328494
18901,PHY398793
18902,PHY324475
18903,PHY313441
18904,PHY329660
18905,PHY327871
18906,PHY414305
18907,PHY433342
18908,PHY415975
18909,PHY368934
18910,PHY411893
18911,PHY341384
18912,PHY413627
18913,PHY331231
18914,PHY374862
18915,PHY312173
18916,PHY413087
18917,PHY357693
18918,PHY380962
18919,PHY312519
18920,PHY432858
18921,PHY415790
18922,PHY320055
18923,PHY338157
18924,PHY337584
18925,PHY387156
18926,PHY433133
18927,PHY410546
18928,PHY355559
18929,PHY337877
18930,PHY339216
18931,PHY374856
18932,PHY319549
18933,PHY314267
18934,PHY376117
18935,PHY349858
18936,PHY357727
18937,PHY366143
18938,PHY355830
18939,PHY332189
18940,PHY313968
18941,PHY390365
18942,PHY433964
18943,PHY365563
18944,PHY407396
18945,PHY373195
18946,PHY332276
18947,PHY338012
18948,PHY400060
18949,PHY388139
18950,PHY393444
18951,PHY366122
18952,PHY346207
18953,PHY412006
18954,PHY333725
18955,PHY358572
18956,PHY391833
18957,PHY428083
18958,PHY331514
18959,PHY355414
18960,PHY388290
18961,PHY386315
18962,PHY346193
18963,PHY411105
18964,PHY331683
18965,PHY312976
18966,PHY340955
18967,PHY393752
18968,PHY402211
18969,PHY322054
18970,PHY433529
18971,PHY406541
18972,PHY331882
18973,PHY419232
18974,PHY423148
18975,PHY364342
18976,PHY386332
18977,PHY387698
18978,PHY397729
18979,PHY322063
18980,PHY418951
18981,PHY385626
18982,PHY328069
18983,PHY399875
18984,PHY330775
18985,PHY373968
18986,PHY366633
18987,PHY426587
18988,PHY385159
18989,PHY334178
18990,PHY344346
18991,PHY349610
18992,PHY391406
18993,PHY378078
18994,PHY431724
18995,PHY407609
18996,PHY398206
18997,PHY426490
18998,PHY421455
18999,PHY374555
19000,PHY360626
19001,PHY356361
19002,PHY323933
19003,PHY380958
19004,PHY362712
19005,PHY350693
19006,PHY350388
19007,PHY339579
19008,PHY324699
19009,PHY312716
19010,PHY412154
19011,PHY393602
19012,PHY311044
19013,PHY336211
19014,PHY420085
19015,PHY315080
19016,PHY421476
19017,PHY372972
19018,PHY393951
19019,PHY417795
19020,PHY346167
19021,PHY388571
19022,PHY380241
19023,PHY364574
19024,PHY322029
19025,PHY362749
19026,PHY432856
19027,PHY414045
19028,PHY375528
19029,PHY402633
19030,PHY428029
19031,PHY403362
19032,PHY390938
19033,PHY364568
19034,PHY404185
19035,PHY383415
19036,PHY364620
19037,PHY367956
19038,PHY413786
19039,PHY358791
19040,PHY335847
19041,PHY399482
19042,PHY386422
19043,PHY323940
19044,PHY344224
19045,PHY394091
19046,PHY420427
19047,PHY379450
19048,PHY335392
19049,PHY311847
19050,PHY371186
19051,PHY368908
19052,PHY315118
19053,PHY403750
19054,PHY413893
19055,PHY327587
19056,PHY335089
19057,PHY383117
19058,PHY398249
19059,PHY338319
19060,PHY336497
19061,PHY335778
19062,PHY425396
19063,PHY321247
19064,PHY427834
19065,PHY336557
19066,PHY394218
19067,PHY377411
19068,PHY408736
19069,PHY327509
19070,PHY317526
19071,PHY311868
19072,PHY427323
19073,PHY328972
19074,PHY344938
19075,PHY403624
19076,PHY326501
19077,PHY396414
19078,PHY410251
19079,PHY409890
19080,PHY423038
19081,PHY367621
19082,PHY326024
19083,PHY382531
19084,PHY384443
19085,PHY361029
19086,PHY362895
19087,PHY421989
19088,PHY429259
19089,PHY362933
19090,PHY324624
19091,PHY348497
19092,PHY424155
19093,PHY411426
19094,PHY396928
19095,PHY320344
19096,PHY407700
19097,PHY383466
19098,PHY385799
19099,PHY387605
19100,PHY386238
19101,PHY391000
19102,PHY338158
19103,PHY336442
19104,PHY393996
19105,PHY417882
19106,PHY410658
19107,PHY405019
19108,PHY324178
19109,PHY358711
19110,PHY328628
19111,PHY378929
19112,PHY410501
19113,PHY346697
19114,PHY411781
19115,PHY370166
19116,PHY380796
19117,PHY397525
19118,PHY386847
19119,PHY397540
19120,PHY353573
19121,PHY358337
19122,PHY373302
19123,PHY365561
19124,PHY365942
19125,PHY423078
19126,PHY410276
19127,PHY321453
19128,PHY372215
19129,PHY429072
19130,PHY357991
19131,PHY404368
19132,PHY373470
19133,PHY410095
19134,PHY326414
19135,PHY367853
19136,PHY362371
19137,PHY428383
19138,PHY433046
19139,PHY382592
19140,PHY370228
19141,PHY413642
19142,PHY340828
19143,PHY427724
19144,PHY356118
19145,PHY423766
19146,PHY414619
19147,PHY336468
19148,PHY311198
19149,PHY420859
19150,PHY312566
19151,PHY425610
19152,PHY345563
19153,PHY401705
19154,PHY335285
19155,PHY417470
19156,PHY347411
19157,PHY417238
19158,PHY346911
19159,PHY403287
19160,PHY372960
19161,PHY414396
19162,PHY430790
19163,PHY339277
19164,PHY385174
19165,PHY427580
19166,PHY384662
19167,PHY398918
19168,PHY337894
19169,PHY389508
19170,PHY347892
19171,PHY321855
19172,PHY371969
19173,PHY363108
19174,PHY322468
19175,PHY414458
19176,PHY378864
19177,PHY421338
19178,PHY430980
19179,PHY403358
19180,PHY413874
19181,PHY313245
19182,PHY356009
19183,PHY351232
19184,PHY313402
19185,PHY318867
19186,PHY354458
19187,PHY388433
19188,PHY394850
19189,PHY409476
19190,PHY347337
19191,PHY409521
19192,PHY317704
19193,PHY369001
19194,PHY340292
19195,PHY329877
19196,PHY364273
19197,PHY427983
19198,PHY377123
19199,PHY416579
19200,PHY431058
19201,PHY345744
19202,PHY331972
19203,PHY321374
19204,PHY379924
19205,PHY331845
19206,PHY335989
19207,PHY425633
19208,PHY398078
19209,PHY375444
19210,PHY407064
19211,PHY351347
19212,PHY410970
19213,PHY404275
19214,PHY332608
19215,PHY432895
19216,PHY427774
19217,PHY396986
19218,PHY345188
19219,PHY333952
19220,PHY423387
19221,PHY399436
19222,PHY428239
19223,PHY391711
19224,PHY429136
19225,PHY391079
19226,PHY336971
19227,PHY405998
19228,PHY359984
19229,PHY395491
19230,PHY385071
19231,PHY317346
19232,PHY360390
19233,PHY348392
19234,PHY367133
19235,PHY322416
19236,PHY363595
19237,PHY432592
19238,PHY402341
19239,PHY313482
19240,PHY345001
19241,PHY327609
19242,PHY334907
19243,PHY320997
19244,PHY433400
19245,PHY369824
19246,PHY374528
19247,PHY322189
19248,PHY397944
19249,PHY395846
19250,PHY391926
19251,PHY388193
19252,PHY359824
19253,PHY321479
19254,PHY422214
19255,PHY331091
19256,PHY372832
19257,PHY408470
19258,PHY321797
19259,PHY394466
19260,PHY375122
19261,PHY402989
19262,PHY388625
19263,PHY425491
19264,PHY383260
19265,PHY384687
19266,PHY323566
19267,PHY383596
19268,PHY334086
19269,PHY389904
19270,PHY362732
19271,PHY356642
19272,PHY384736
19273,PHY397731
19274,PHY353305
19275,PHY363917
19276,PHY403069
19277,PHY405696
19278,PHY342456
19279,PHY392583
19280,PHY349145
19281,PHY337177
19282,PHY395017
19283,PHY400525
19284,PHY383655
19285,PHY381718
19286,PHY418445
19287,PHY317308
19288,PHY402034
19289,PHY424648
19290,PHY370839
19291,PHY327124
19292,PHY338059
19293,PHY430208
19294,PHY328315
19295,PHY333497
19296,PHY341653
19297,PHY412017
19298,PHY366757
19299,PHY342632
19300,PHY427494
19301,PHY335254
19302,PHY405435
19303,PHY421495
19304,PHY393414
19305,PHY376583
19306,PHY358356
19307,PHY402446
19308,PHY334532
19309,PHY314424
19310,PHY387266
19311,PHY416266
19312,PHY386489
19313,PHY429054
19314,PHY427259
19315,PHY380684
19316,PHY323338
19317,PHY392736
19318,PHY367401
19319,PHY321948
19320,PHY390098
19321,PHY372890
19322,PHY375937
19323,PHY342364
19324,PHY317027
19325,PHY395413
19326,PHY405595
19327,PHY408737
19328,PHY386007
19329,PHY395685
19330,PHY412668
19331,PHY348022
19332,PHY403026
19333,PHY312458
19334,PHY377332
19335,PHY426652
19336,PHY379820
19337,PHY381362
19338,PHY404564
19339,PHY407799
19340,PHY365127
19341,PHY340219
19342,PHY319429
19343,PHY417233
19344,PHY374736
19345,PHY352495
19346,PHY417758
19347,PHY358188
19348,PHY348561
19349,PHY429471
19350,PHY424879
19351,PHY401337
19352,PHY342581
19353,PHY313182
19354,PHY325550
19355,PHY340746
19356,PHY323672
19357,PHY399990
19358,PHY382231
19359,PHY355160
19360,PHY389366
19361,PHY391444
19362,PHY398968
19363,PHY333525
19364,PHY413781
19365,PHY376493
19366,PHY381757
19367,PHY343848
19368,PHY314067
19369,PHY432936
19370,PHY347630
19371,PHY406862
19372,PHY422739
19373,PHY413482
19374,PHY311592
19375,PHY402515
19376,PHY399567
19377,PHY378366
19378,PHY364703
19379,PHY343266
19380,PHY424444
19381,PHY408356
19382,PHY377755
19383,PHY358125
19384,PHY326822
19385,PHY324763
19386,PHY317072
19387,PHY343252
19388,PHY431685
19389,PHY403404
19390,PHY399883
19391,PHY380172
19392,PHY379414
19393,PHY433386
19394,PHY324194
19395,PHY425426
19396,PHY393459
19397,PHY369641
19398,PHY333547
19399,PHY347250
19400,PHY425423
19401,PHY324562
19402,PHY414827
19403,PHY349111
19404,PHY389381
19405,PHY381893
19406,PHY352214
19407,PHY319778
19408,PHY387791
19409,PHY403902
19410,PHY395416
19411,PHY380946
19412,PHY360959
19413,PHY322900
19414,PHY360268
19415,PHY370535
19416,PHY366280
19417,PHY409816
19418,PHY405782
19419,PHY413381
19420,PHY358394
19421,PHY383780
19422,PHY375869
19423,PHY318999
19424,PHY324776
19425,PHY414791
19426,PHY381503
19427,PHY324575
19428,PHY398702
19429,PHY377259
19430,PHY352664
19431,PHY395057
19432,PHY404186
19433,PHY400902
19434,PHY414673
19435,PHY422298
19436,PHY329537
19437,PHY391151
19438,PHY349399
19439,PHY312785
19440,PHY322122
19441,PHY378089
19442,PHY395721
19443,PHY409828
19444,PHY421505
19445,PHY417664
19446,PHY344572
19447,PHY417219
19448,PHY337680
19449,PHY341219
19450,PHY348429
19451,PHY432581
19452,PHY342452
19453,PHY372931
19454,PHY336199
19455,PHY423688
19456,PHY371822
19457,PHY395481
19458,PHY353585
19459,PHY352520
19460,PHY389566
19461,PHY355730
19462,PHY403531
19463,PHY324325
19464,PHY431268
19465,PHY385273
19466,PHY381208
19467,PHY344605
19468,PHY313318
19469,PHY411499
19470,PHY319807
19471,PHY314618
19472,PHY380753
19473,PHY356305
19474,PHY340180
19475,PHY322772
19476,PHY358186
19477,PHY333348
19478,PHY367405
19479,PHY343839
19480,PHY394178
19481,PHY409063
19482,PHY367436
19483,PHY335578
19484,PHY332327
19485,PHY347584
19486,PHY422913
19487,PHY414997
19488,PHY374996
19489,PHY314695
19490,PHY393025
19491,PHY418451
19492,PHY428814
19493,PHY369459
19494,PHY386000
19495,PHY345804
19496,PHY394942
19497,PHY334429
19498,PHY342591
19499,PHY394958
19500,PHY363690
19501,PHY414877
19502,PHY389417
19503,PHY326500
19504,PHY343368
19505,PHY358196
19506,PHY401648
19507,PHY367991
19508,PHY411327
19509,PHY430288
19510,PHY379569
19511,PHY362087
19512,PHY354851
19513,PHY417808
19514,PHY425203
19515,PHY420399
19516,PHY377906
19517,PHY415723
19518,PHY424515
19519,PHY361178
19520,PHY324978
19521,PHY427140
19522,PHY389321
19523,PHY432963
19524,PHY316915
19525,PHY342839
19526,PHY376842
19527,PHY354609
19528,PHY325408
19529,PHY433491
19530,PHY409536
19531,PHY364534
19532,PHY327350
19533,PHY339600
19534,PHY417597
19535,PHY406369
19536,PHY418661
19537,PHY418797
19538,PHY346803
19539,PHY414989
19540,PHY364946
19541,PHY421247
19542,PHY313370
19543,PHY355640
19544,PHY433568
19545,PHY409686
19546,PHY388320
19547,PHY318724
19548,PHY391208
19549,PHY330103
19550,PHY433042
19551,PHY425673
19552,PHY346655
19553,PHY376534
19554,PHY421366
19555,PHY317673
19556,PHY365413
19557,PHY390911
19558,PHY347757
19559,PHY331926
19560,PHY429434
19561,PHY330899
19562,PHY411209
19563,PHY353015
19564,PHY419386
19565,PHY362603
19566,PHY381186
19567,PHY340988
19568,PHY384097
19569,PHY367217
19570,PHY316438
19571,PHY386461
19572,PHY330410
19573,PHY386888
19574,PHY353207
19575,PHY355619
19576,PHY397192
19577,PHY350439
19578,PHY385471
19579,PHY355180
19580,PHY369245
19581,PHY395906
19582,PHY328644
19583,PHY340350
19584,PHY331581
19585,PHY327409
19586,PHY368634
19587,PHY428555
19588,PHY330304
19589,PHY418087
19590,PHY316143
19591,PHY370436
19592,PHY324558
19593,PHY335950
19594,PHY350895
19595,PHY433558
19596,PHY388006
19597,PHY395733
19598,PHY413114
19599,PHY328537
19600,PHY324382
19601,PHY313974
