OperatingPhysician_ID,OperatingPhysician
16455,PHY404303
16456,PHY389042
16457,PHY391789
16458,PHY378297
16459,PHY357193
16460,PHY372401
16461,PHY409217
16462,PHY311921
16463,PHY332013
16464,PHY418316
16465,PHY382196
16466,PHY397176
16467,PHY335167
16468,PHY406962
16469,PHY328197
16470,PHY329761
16471,PHY432120
16472,PHY400298
16473,PHY374833
16474,PHY320804
16475,PHY403195
16476,PHY406894
16477,PHY355966
16478,PHY387717
16479,PHY347777
16480,PHY375919
16481,PHY365957
16482,PHY324195
16483,PHY331578
16484,PHY390836
16485,PHY312429
16486,PHY346708
16487,PHY403609
16488,PHY338619
16489,PHY357410
16490,PHY349005
16491,PHY432627
16492,PHY399862
16493,PHY403737
16494,PHY338525
16495,PHY383280
16496,PHY426578
16497,PHY345205
16498,PHY419781
16499,PHY404885
16500,PHY399467
16501,PHY403904
16502,PHY426853
16503,PHY321381
16504,PHY395180
16505,PHY370753
16506,PHY431394
16507,PHY353115
16508,PHY418098
16509,PHY407824
16510,PHY316646
16511,PHY347012
16512,PHY319141
16513,PHY401620
16514,PHY387989
16515,PHY361147
16516,PHY406129
16517,PHY339687
16518,PHY418723
16519,PHY404400
16520,PHY403335
16521,PHY404633
16522,PHY345191
16523,PHY374095
16524,PHY346977
16525,PHY322191
16526,PHY399109
16527,PHY338134
16528,PHY399040
16529,PHY391879
16530,PHY430683
16531,PHY396984
16532,PHY366533
16533,PHY354546
16534,PHY401789
16535,PHY398642
16536,PHY420294
16537,PHY375712
16538,PHY411690
16539,PHY419477
16540,PHY350591
16541,PHY329407
16542,PHY335798
16543,PHY418815
16544,PHY386058
16545,PHY349162
16546,PHY351567
16547,PHY402740
16548,PHY321922
16549,PHY362142
16550,PHY385191
16551,PHY392487
16552,PHY396539
16553,PHY420807
16554,PHY345160
16555,PHY347707
16556,PHY324997
16557,PHY357884
16558,PHY406923
16559,PHY368913
16560,PHY315876
16561,PHY326738
16562,PHY319802
16563,PHY362266
16564,PHY410578
16565,PHY381455
16566,PHY410340
16567,PHY361664
16568,PHY382392
16569,PHY420665
16570,PHY422485
16571,PHY432325
16572,PHY328234
16573,PHY367133
16574,PHY338508
16575,PHY388483
16576,PHY343763
16577,PHY325917
16578,PHY368746
16579,PHY325552
16580,PHY334208
16581,PHY328494
16582,PHY378313
16583,PHY370815
16584,PHY364931
16585,PHY406765
16586,PHY313600
16587,PHY380290
16588,PHY375357
16589,PHY364068
16590,PHY368462
16591,PHY359686
16592,PHY340864
16593,PHY411989
16594,PHY353126
16595,PHY319382
16596,PHY363131
16597,PHY386182
16598,PHY394805
16599,PHY384732
16600,PHY411454
16601,PHY391040
16602,PHY349987
16603,PHY316554
16604,PHY423638
16605,PHY350176
16606,PHY359553
16607,PHY376521
16608,PHY368894
16609,PHY429216
16610,PHY408599
16611,PHY389948
16612,PHY421430
16613,PHY328774
16614,PHY420376
16615,PHY323854
16616,PHY389916
16617,PHY430869
16618,PHY347581
16619,PHY343259
16620,PHY317941
16621,PHY381851
16622,PHY339619
16623,PHY355742
16624,PHY356069
16625,PHY334237
16626,PHY423215
16627,PHY368834
16628,PHY360957
16629,PHY413909
16630,PHY340795
16631,PHY368818
16632,PHY343677
16633,PHY349999
16634,PHY366028
16635,PHY378830
16636,PHY417165
16637,PHY397523
16638,PHY353414
16639,PHY330337
16640,PHY351505
16641,PHY412916
16642,PHY434009
16643,PHY408094
16644,PHY394441
16645,PHY376617
16646,PHY418842
16647,PHY322050
16648,PHY378333
16649,PHY393577
16650,PHY315775
16651,PHY330872
16652,PHY425683
16653,PHY329773
16654,PHY378474
16655,PHY347706
16656,PHY363927
16657,PHY411805
16658,PHY417893
16659,PHY416841
16660,PHY344539
16661,PHY340384
16662,PHY359263
16663,PHY316246
16664,PHY375577
16665,PHY328352
16666,PHY378829
16667,PHY372754
16668,PHY414708
16669,PHY384463
16670,PHY392110
16671,PHY331986
16672,PHY397175
16673,PHY380572
16674,PHY427700
16675,PHY422328
16676,PHY318778
16677,PHY349845
16678,PHY422853
16679,PHY313605
16680,PHY350249
16681,PHY318069
16682,PHY385433
16683,PHY382804
16684,PHY366931
16685,PHY414416
16686,PHY417829
16687,PHY369026
16688,PHY392900
16689,PHY346080
16690,PHY324371
16691,PHY390491
16692,PHY339433
16693,PHY315135
16694,PHY382365
16695,PHY350603
16696,PHY312520
16697,PHY377962
16698,PHY337809
16699,PHY335567
16700,PHY402074
16701,PHY416954
16702,PHY361274
16703,PHY429624
16704,PHY313573
16705,PHY392407
16706,PHY376564
16707,PHY322525
16708,PHY386364
16709,PHY339299
16710,PHY326633
16711,PHY396312
16712,PHY395815
16713,PHY413537
16714,PHY433410
16715,PHY385484
16716,PHY330342
16717,PHY387074
16718,PHY424652
16719,PHY414500
16720,PHY358091
16721,PHY404360
16722,PHY423253
16723,PHY392868
16724,PHY392501
16725,PHY407115
16726,PHY369156
16727,PHY357703
16728,PHY424924
16729,PHY356502
16730,PHY333149
16731,PHY324327
16732,PHY403395
16733,PHY419294
16734,PHY374418
16735,PHY408040
16736,PHY343116
16737,PHY321559
16738,PHY347763
16739,PHY372156
16740,PHY379560
16741,PHY379173
16742,PHY433345
16743,PHY401628
16744,PHY332318
16745,PHY370095
16746,PHY424744
16747,PHY418781
16748,PHY382800
16749,PHY326354
16750,PHY331468
16751,PHY421709
16752,PHY379682
16753,PHY411109
16754,PHY385288
16755,PHY425604
16756,PHY369958
16757,PHY315922
16758,PHY345455
16759,PHY433484
16760,PHY335625
16761,PHY348986
16762,PHY404588
16763,PHY416703
16764,PHY328744
16765,PHY410901
16766,PHY399117
16767,PHY421472
16768,PHY400290
16769,PHY400779
16770,PHY402798
16771,PHY407266
16772,PHY332636
16773,PHY312503
16774,PHY370418
16775,PHY421164
16776,PHY368380
16777,PHY343874
16778,PHY369872
16779,PHY387673
16780,PHY422432
16781,PHY388545
16782,PHY429858
16783,PHY376175
16784,PHY401729
16785,PHY425155
16786,PHY420249
16787,PHY397061
16788,PHY414740
16789,PHY407930
16790,PHY366926
16791,PHY361275
16792,PHY312665
16793,PHY318680
16794,PHY325789
16795,PHY354352
16796,PHY378320
16797,PHY427112
16798,PHY325748
16799,PHY403977
16800,PHY327464
16801,PHY425398
16802,PHY371494
16803,PHY393868
16804,PHY366056
16805,PHY315161
16806,PHY383341
16807,PHY321161
16808,PHY371596
16809,PHY336605
16810,PHY372613
16811,PHY391274
16812,PHY329544
16813,PHY392125
16814,PHY389886
16815,PHY338170
16816,PHY326323
16817,PHY333754
16818,PHY393049
16819,PHY362740
16820,PHY380330
16821,PHY379859
16822,PHY368376
16823,PHY407650
16824,PHY331348
16825,PHY375898
16826,PHY383284
16827,PHY405557
16828,PHY430735
16829,PHY374753
16830,PHY377875
16831,PHY342900
16832,PHY339328
16833,PHY422965
16834,PHY355531
16835,PHY323561
16836,PHY369634
16837,PHY327589
16838,PHY312211
16839,PHY386112
16840,PHY425769
16841,PHY377762
16842,PHY410931
16843,PHY433636
16844,PHY351280
16845,PHY370970
16846,PHY359876
16847,PHY318496
16848,PHY323585
16849,PHY325735
16850,PHY376838
16851,PHY347207
16852,PHY397010
16853,PHY325227
16854,PHY410589
16855,PHY387253
16856,PHY336182
16857,PHY369891
16858,PHY335803
16859,PHY354466
16860,PHY346960
16861,PHY315430
16862,PHY418215
16863,PHY369074
16864,PHY408021
16865,PHY354913
16866,PHY369766
16867,PHY386421
16868,PHY388366
16869,PHY391481
16870,PHY430940
16871,PHY384060
16872,PHY411564
16873,PHY323918
16874,PHY344567
16875,PHY386971
16876,PHY351977
16877,PHY314714
16878,PHY391935
16879,PHY375428
16880,PHY417046
16881,PHY393099
16882,PHY390486
16883,PHY318625
16884,PHY370291
16885,PHY429358
16886,PHY324822
16887,PHY350595
16888,PHY418127
16889,PHY320157
16890,PHY336576
16891,PHY346151
16892,PHY415116
16893,PHY422623
16894,PHY423947
16895,PHY426025
16896,PHY396756
16897,PHY314264
16898,PHY315884
16899,PHY363683
16900,PHY369102
16901,PHY316740
16902,PHY377240
16903,PHY374752
16904,PHY432224
16905,PHY371978
16906,PHY394966
16907,PHY433211
16908,PHY399834
16909,PHY430587
16910,PHY378420
16911,PHY364131
16912,PHY396061
16913,PHY377263
16914,PHY374034
16915,PHY406693
16916,PHY370762
16917,PHY353084
16918,PHY381189
16919,PHY403698
16920,PHY314545
16921,PHY432305
16922,PHY411559
16923,PHY427123
16924,PHY419197
16925,PHY425407
16926,PHY416678
16927,PHY378068
16928,PHY366722
16929,PHY404353
16930,PHY337189
16931,PHY322018
16932,PHY333379
16933,PHY326665
16934,PHY392363
16935,PHY416598
16936,PHY392061
16937,PHY392591
16938,PHY361961
16939,PHY430904
16940,PHY375625
16941,PHY315665
16942,PHY328258
16943,PHY425551
16944,PHY368592
16945,PHY335494
16946,PHY377110
16947,PHY407546
16948,PHY412694
16949,PHY377094
16950,PHY339513
16951,PHY429414
16952,PHY319797
16953,PHY317930
16954,PHY375572
16955,PHY331321
16956,PHY316667
16957,PHY371273
16958,PHY336131
16959,PHY371192
16960,PHY322110
16961,PHY366930
16962,PHY353193
16963,PHY347839
16964,PHY354641
16965,PHY346854
16966,PHY420871
16967,PHY426324
16968,PHY376634
16969,PHY369090
16970,PHY391129
16971,PHY334121
16972,PHY339819
16973,PHY383467
16974,PHY346041
16975,PHY402946
16976,PHY334029
16977,PHY342678
16978,PHY412747
16979,PHY328844
16980,PHY433467
16981,PHY345493
16982,PHY397073
16983,PHY345655
16984,PHY362564
16985,PHY377961
16986,PHY317783
16987,PHY391609
16988,PHY394998
16989,PHY333166
16990,PHY417702
16991,PHY373911
16992,PHY404349
16993,PHY317243
16994,PHY405886
16995,PHY429865
16996,PHY329240
16997,PHY389829
16998,PHY417912
16999,PHY422494
17000,PHY329776
17001,PHY370280
17002,PHY355831
17003,PHY372089
17004,PHY333646
17005,PHY320418
17006,PHY360514
17007,PHY316111
17008,PHY393011
17009,PHY358682
17010,PHY333137
17011,PHY365302
17012,PHY348377
17013,PHY395816
17014,PHY412533
17015,PHY404067
17016,PHY406955
17017,PHY431281
17018,PHY368957
17019,PHY349297
17020,PHY387064
17021,PHY429042
17022,PHY408167
17023,PHY432754
17024,PHY415990
17025,PHY420603
17026,PHY424832
17027,PHY329113
17028,PHY416530
17029,PHY350323
17030,PHY387815
17031,PHY409129
17032,PHY343295
17033,PHY421590
17034,PHY398412
17035,PHY423952
17036,PHY384193
17037,PHY370630
17038,PHY378141
17039,PHY394239
17040,PHY362116
17041,PHY384859
17042,PHY381278
17043,PHY365477
17044,PHY367990
17045,PHY328105
17046,PHY384183
17047,PHY391229
17048,PHY328189
17049,PHY383060
17050,PHY339949
17051,PHY318091
17052,PHY334707
17053,PHY380268
17054,PHY339435
17055,PHY316503
17056,PHY370245
17057,PHY426199
17058,PHY334749
17059,PHY372473
17060,PHY390584
17061,PHY384677
17062,PHY334767
17063,PHY399431
17064,PHY401909
17065,PHY412983
17066,PHY321436
17067,PHY352868
17068,PHY429194
17069,PHY341386
17070,PHY346783
17071,PHY381222
17072,PHY386668
17073,PHY397108
17074,PHY388038
17075,PHY374390
17076,PHY416396
17077,PHY384048
17078,PHY365687
17079,PHY377413
17080,PHY379541
17081,PHY351703
17082,PHY405789
17083,PHY370171
17084,PHY336880
17085,PHY357795
17086,PHY329595
17087,PHY427519
17088,PHY402682
17089,PHY390713
17090,PHY429041
17091,PHY337278
17092,PHY406637
17093,PHY387582
17094,PHY371484
17095,PHY320952
17096,PHY372960
17097,PHY327937
17098,PHY374135
17099,PHY332125
17100,PHY365436
17101,PHY369992
17102,PHY350623
17103,PHY398367
17104,PHY410966
17105,PHY367841
17106,PHY382572
17107,PHY422184
17108,PHY398549
17109,PHY368745
17110,PHY313496
17111,PHY415616
17112,PHY339632
17113,PHY346467
17114,PHY332862
17115,PHY321619
17116,PHY322205
17117,PHY391843
17118,PHY421336
17119,PHY397315
17120,PHY375165
17121,PHY336900
17122,PHY410640
17123,PHY391132
17124,PHY325120
17125,PHY407601
17126,PHY402453
17127,PHY428503
17128,PHY327578
17129,PHY339785
17130,PHY342142
17131,PHY357124
17132,PHY344288
17133,PHY397836
17134,PHY330234
17135,PHY399466
17136,PHY389608
17137,PHY390753
17138,PHY409434
17139,PHY348529
17140,PHY408444
17141,PHY353326
17142,PHY356712
17143,PHY394068
17144,PHY389079
17145,PHY425740
17146,PHY368774
17147,PHY370751
17148,PHY354813
17149,PHY352129
17150,PHY366874
17151,PHY378843
17152,PHY345980
17153,PHY333019
17154,PHY368352
17155,PHY411916
17156,PHY422125
17157,PHY385988
17158,PHY366886
17159,PHY342851
17160,PHY430456
17161,PHY324494
17162,PHY344503
17163,PHY379542
17164,PHY393919
17165,PHY339783
17166,PHY361263
17167,PHY352799
17168,PHY353328
17169,PHY324623
17170,PHY378681
17171,PHY428240
17172,PHY331656
17173,PHY423076
17174,PHY354269
17175,PHY418050
17176,PHY366286
17177,PHY364636
17178,PHY344743
17179,PHY426735
17180,PHY380075
17181,PHY394745
17182,PHY347053
17183,PHY358210
17184,PHY312239
17185,PHY415546
17186,PHY431688
17187,PHY414650
17188,PHY396065
17189,PHY311174
17190,PHY359812
17191,PHY405040
17192,PHY424028
17193,PHY323150
17194,PHY368974
17195,PHY400561
17196,PHY373183
17197,PHY341839
17198,PHY344943
17199,PHY400723
17200,PHY327313
17201,PHY405691
17202,PHY417175
17203,PHY393452
17204,PHY421024
17205,PHY379985
17206,PHY320194
17207,PHY342938
17208,PHY400333
17209,PHY403553
17210,PHY419180
17211,PHY352172
17212,PHY357766
17213,PHY427714
17214,PHY427378
17215,PHY312449
17216,PHY350204
17217,PHY427668
17218,PHY324420
17219,PHY421089
17220,PHY394893
17221,PHY351579
17222,PHY333117
17223,PHY322091
17224,PHY342919
17225,PHY394128
17226,PHY374610
17227,PHY358584
17228,PHY338581
17229,PHY379462
17230,PHY408208
17231,PHY370790
17232,PHY349768
17233,PHY415557
17234,PHY350512
17235,PHY327059
17236,PHY403788
17237,PHY381392
17238,PHY387437
17239,PHY411080
17240,PHY347204
17241,PHY430393
17242,PHY363691
17243,PHY378797
17244,PHY382002
17245,PHY407178
17246,PHY390867
17247,PHY330710
17248,PHY324426
17249,PHY387265
17250,PHY395291
17251,PHY411462
17252,PHY356676
17253,PHY351479
17254,PHY415232
17255,PHY433786
17256,PHY414536
17257,PHY407861
17258,PHY421952
17259,PHY404765
17260,PHY394686
17261,PHY390552
17262,PHY427054
17263,PHY362090
17264,PHY408146
17265,PHY403881
17266,PHY384186
17267,PHY361746
17268,PHY354139
17269,PHY312677
17270,PHY332015
17271,PHY393558
17272,PHY383159
17273,PHY319906
17274,PHY337962
17275,PHY410655
17276,PHY399679
17277,PHY422091
17278,PHY386571
17279,PHY403302
17280,PHY374555
17281,PHY364271
17282,PHY340009
17283,PHY335114
17284,PHY347476
17285,PHY400197
17286,PHY414383
17287,PHY426347
17288,PHY326248
17289,PHY392845
17290,PHY380344
17291,PHY400282
17292,PHY348906
17293,PHY360141
17294,PHY373279
17295,PHY322503
17296,PHY353006
17297,PHY359727
17298,PHY353532
17299,PHY355390
17300,PHY392520
17301,PHY371177
17302,PHY426458
17303,PHY351509
17304,PHY386656
17305,PHY370792
17306,PHY317722
17307,PHY343967
17308,PHY409686
17309,PHY329041
17310,PHY417233
17311,PHY318838
17312,PHY415694
17313,PHY352773
17314,PHY378989
17315,PHY314900
17316,PHY381000
17317,PHY323601
17318,PHY411969
17319,PHY327532
17320,PHY335061
17321,PHY384446
17322,PHY313613
17323,PHY389275
17324,PHY416276
17325,PHY404045
17326,PHY352613
17327,PHY354099
17328,PHY415176
17329,PHY404924
17330,PHY361187
17331,PHY402755
17332,PHY429272
17333,PHY391262
17334,PHY402356
17335,PHY420811
17336,PHY313531
17337,PHY318089
17338,PHY375534
17339,PHY381930
17340,PHY344773
17341,PHY335197
17342,PHY382466
17343,PHY326107
17344,PHY316890
17345,PHY316507
17346,PHY318090
17347,PHY364325
17348,PHY382185
17349,PHY409084
17350,PHY416126
17351,PHY384421
17352,PHY400909
17353,PHY418813
17354,PHY421153
17355,PHY421018
17356,PHY367123
17357,PHY417987
17358,PHY320963
17359,PHY321494
17360,PHY401448
17361,PHY315532
17362,PHY397528
17363,PHY328171
17364,PHY433327
17365,PHY433114
17366,PHY433493
17367,PHY315192
17368,PHY356886
17369,PHY371241
17370,PHY419668
17371,PHY433164
17372,PHY340409
17373,PHY338267
17374,PHY315184
17375,PHY398606
17376,PHY407361
17377,PHY405537
17378,PHY402556
17379,PHY387183
17380,PHY356510
17381,PHY370960
17382,PHY385176
17383,PHY388978
17384,PHY353737
17385,PHY367928
17386,PHY357922
17387,PHY429100
17388,PHY359436
17389,PHY383677
17390,PHY314705
17391,PHY322748
17392,PHY316502
17393,PHY353746
17394,PHY433730
17395,PHY360292
17396,PHY375420
17397,PHY401829
17398,PHY321671
17399,PHY418365
17400,PHY396071
17401,PHY416380
17402,PHY416035
17403,PHY391409
17404,PHY356332
17405,PHY312095
17406,PHY393204
17407,PHY419252
17408,PHY423322
17409,PHY343026
17410,PHY356500
17411,PHY368485
17412,PHY410743
17413,PHY345900
17414,PHY318041
17415,PHY430072
17416,PHY361874
17417,PHY333757
17418,PHY365429
17419,PHY367001
17420,PHY433020
17421,PHY358555
17422,PHY375753
17423,PHY385203
17424,PHY348882
17425,PHY409610
17426,PHY341596
17427,PHY373503
17428,PHY389958
17429,PHY369828
17430,PHY324754
17431,PHY409916
17432,PHY378390
17433,PHY405924
17434,PHY387072
17435,PHY355955
17436,PHY391641
17437,PHY382745
17438,PHY423943
17439,PHY386640
17440,PHY325406
17441,PHY358358
17442,PHY360677
17443,PHY365325
17444,PHY401757
17445,PHY386781
17446,PHY389804
17447,PHY379318
17448,PHY354053
17449,PHY332890
17450,PHY362413
17451,PHY384617
17452,PHY395596
17453,PHY410594
17454,PHY414195
17455,PHY375144
17456,PHY340710
17457,PHY399406
17458,PHY314091
17459,PHY377891
17460,PHY381750
17461,PHY366023
17462,PHY425035
17463,PHY373755
17464,PHY325630
17465,PHY331118
17466,PHY401534
17467,PHY403686
17468,PHY379790
17469,PHY381287
17470,PHY329500
17471,PHY388744
17472,PHY352317
17473,PHY420850
17474,PHY359928
17475,PHY411850
17476,PHY343215
17477,PHY399156
17478,PHY385335
17479,PHY314150
17480,PHY380498
17481,PHY362322
17482,PHY427915
17483,PHY347671
17484,PHY410162
17485,PHY372788
17486,PHY364905
17487,PHY372464
17488,PHY404305
17489,PHY407418
17490,PHY353758
17491,PHY385645
17492,PHY384442
17493,PHY363552
17494,PHY316765
17495,PHY363010
17496,PHY367735
17497,PHY415198
17498,PHY403461
17499,PHY368817
17500,PHY361912
17501,PHY316731
17502,PHY357477
17503,PHY362622
17504,PHY417608
17505,PHY416065
17506,PHY329189
17507,PHY326450
17508,PHY360470
17509,PHY328671
17510,PHY389222
17511,PHY388213
17512,PHY375894
17513,PHY342170
17514,PHY433885
17515,PHY345378
17516,PHY404642
17517,PHY362567
17518,PHY359551
17519,PHY380236
17520,PHY420775
17521,PHY342523
17522,PHY392005
17523,PHY334511
17524,PHY413679
17525,PHY345898
17526,PHY350175
17527,PHY340680
17528,PHY413569
17529,PHY414239
17530,PHY379943
17531,PHY431381
17532,PHY387653
17533,PHY369964
17534,PHY332572
17535,PHY431086
17536,PHY404680
17537,PHY314173
17538,PHY347651
17539,PHY327162
17540,PHY374340
17541,PHY325230
17542,PHY383978
17543,PHY362022
17544,PHY425480
17545,PHY433952
17546,PHY383439
17547,PHY395496
17548,PHY322477
17549,PHY412077
17550,PHY424441
17551,PHY422490
17552,PHY412382
17553,PHY351988
17554,PHY402834
17555,PHY410139
17556,PHY355493
17557,PHY410212
17558,PHY421178
17559,PHY323241
17560,PHY353076
17561,PHY396910
17562,PHY371247
17563,PHY400320
17564,PHY416314
17565,PHY313269
17566,PHY387993
17567,PHY392143
17568,PHY331592
17569,PHY318285
17570,PHY427583
17571,PHY383652
17572,PHY354508
17573,PHY367213
17574,PHY397525
17575,PHY429068
17576,PHY348760
17577,PHY388091
17578,PHY314929
17579,PHY387689
17580,PHY380656
17581,PHY417511
17582,PHY431315
17583,PHY357603
17584,PHY418139
17585,PHY401194
17586,PHY330949
17587,PHY386736
17588,PHY412073
17589,PHY319617
17590,PHY424825
17591,PHY337089
17592,PHY386531
17593,PHY321345
17594,PHY358131
17595,PHY413488
17596,PHY348511
17597,PHY375934
17598,PHY314666
17599,PHY416854
17600,PHY430751
17601,PHY390161
17602,PHY363969
17603,PHY409446
17604,PHY389119
17605,PHY402999
17606,PHY358055
17607,PHY317533
17608,PHY379949
17609,PHY394658
17610,PHY358769
17611,PHY357560
17612,PHY319345
17613,PHY428306
17614,PHY351297
17615,PHY415315
17616,PHY392187
17617,PHY317861
17618,PHY370856
17619,PHY320729
17620,PHY415082
17621,PHY323021
17622,PHY431645
17623,PHY345422
17624,PHY327143
17625,PHY311994
17626,PHY317314
17627,PHY418116
17628,PHY425079
17629,PHY377510
17630,PHY355615
17631,PHY376613
17632,PHY358093
17633,PHY359749
17634,PHY374508
17635,PHY349347
17636,PHY380990
17637,PHY354169
17638,PHY380152
17639,PHY395517
17640,PHY422090
17641,PHY423729
17642,PHY387204
17643,PHY432408
17644,PHY395717
17645,PHY402689
17646,PHY432609
17647,PHY376619
17648,PHY359684
17649,PHY420617
17650,PHY390010
17651,PHY370395
17652,PHY314028
17653,PHY363261
17654,PHY427917
17655,PHY431376
17656,PHY334815
17657,PHY357675
17658,PHY400672
17659,PHY379051
17660,PHY319867
17661,PHY384342
17662,PHY432651
17663,PHY400411
17664,PHY326988
17665,PHY408560
17666,PHY343049
17667,PHY413673
17668,PHY357491
17669,PHY378646
17670,PHY405629
17671,PHY412555
17672,PHY312218
17673,PHY352205
17674,PHY357144
17675,PHY406124
17676,PHY425927
17677,PHY354159
17678,PHY362077
17679,PHY375354
17680,PHY353114
17681,PHY361101
17682,PHY369589
17683,PHY396750
17684,PHY387857
17685,PHY401267
17686,PHY343058
17687,PHY400498
17688,PHY341457
17689,PHY342724
17690,PHY420201
17691,PHY380910
17692,PHY362709
17693,PHY385859
17694,PHY418169
17695,PHY387287
17696,PHY342399
17697,PHY416030
17698,PHY321019
17699,PHY336533
17700,PHY317245
17701,PHY385952
17702,PHY351253
17703,PHY408082
17704,PHY417029
17705,PHY381740
17706,PHY423287
17707,PHY378268
17708,PHY382539
17709,PHY346710
17710,PHY389828
17711,PHY430620
17712,PHY335885
17713,PHY344104
17714,PHY385733
17715,PHY407558
17716,PHY335623
17717,PHY363237
17718,PHY404185
17719,PHY322000
17720,PHY380115
17721,PHY404259
17722,PHY320117
17723,PHY396388
17724,PHY360414
17725,PHY412395
17726,PHY381911
17727,PHY348889
17728,PHY397713
17729,PHY370589
17730,PHY399493
17731,PHY391716
17732,PHY353856
17733,PHY392872
17734,PHY401233
17735,PHY331859
17736,PHY374269
17737,PHY390332
17738,PHY427911
17739,PHY329034
17740,PHY375646
17741,PHY384084
17742,PHY431011
17743,PHY324488
17744,PHY332878
17745,PHY406613
17746,PHY384322
17747,PHY347270
17748,PHY406118
17749,PHY361802
17750,PHY395436
17751,PHY333619
17752,PHY423187
17753,PHY393924
17754,PHY398937
17755,PHY312531
17756,PHY350491
17757,PHY429566
17758,PHY313323
17759,PHY423183
17760,PHY331275
17761,PHY326835
17762,PHY337007
17763,PHY312166
17764,PHY430099
17765,PHY314379
17766,PHY322315
17767,PHY417807
17768,PHY415567
17769,PHY368566
17770,PHY314156
17771,PHY325600
17772,PHY393921
17773,PHY346200
17774,PHY352383
17775,PHY330433
17776,PHY376527
17777,PHY370322
17778,PHY339878
17779,PHY426372
17780,PHY412987
17781,PHY401896
17782,PHY346601
17783,PHY319061
17784,PHY429844
17785,PHY428552
17786,PHY397941
17787,PHY318865
17788,PHY378238
17789,PHY357015
17790,PHY418968
17791,PHY365260
17792,PHY347480
17793,PHY318073
17794,PHY393176
17795,PHY413745
17796,PHY386124
17797,PHY359320
17798,PHY339814
17799,PHY333994
17800,PHY404672
17801,PHY336893
17802,PHY338086
17803,PHY364535
17804,PHY381469
17805,PHY343538
17806,PHY340828
17807,PHY369163
17808,PHY341131
17809,PHY417724
17810,PHY407425
17811,PHY375049
17812,PHY390243
17813,PHY348605
17814,PHY319753
17815,PHY347847
17816,PHY335669
17817,PHY320877
17818,PHY323199
17819,PHY429651
17820,PHY400453
17821,PHY364256
17822,PHY401425
17823,PHY327242
17824,PHY405108
17825,PHY383446
17826,PHY427330
17827,PHY357247
17828,PHY330574
17829,PHY371901
17830,PHY430379
17831,PHY371171
17832,PHY381712
17833,PHY338669
17834,PHY326434
17835,PHY383041
17836,PHY368512
17837,PHY388797
17838,PHY376439
17839,PHY337282
17840,PHY341920
17841,PHY398204
17842,PHY340830
17843,PHY377164
17844,PHY329140
17845,PHY408252
17846,PHY368614
17847,PHY365027
17848,PHY382518
17849,PHY344952
17850,PHY412902
17851,PHY311863
17852,PHY408000
17853,PHY389270
17854,PHY400762
17855,PHY393704
17856,PHY422721
17857,PHY318154
17858,PHY376246
17859,PHY362326
17860,PHY366433
17861,PHY392791
17862,PHY312035
17863,PHY431767
17864,PHY367692
17865,PHY364775
17866,PHY344432
17867,PHY349555
17868,PHY382144
17869,PHY338233
17870,PHY369799
17871,PHY403023
17872,PHY384808
17873,PHY427962
17874,PHY346019
17875,PHY314000
17876,PHY316380
17877,PHY361037
17878,PHY337281
17879,PHY425161
17880,PHY407881
17881,PHY422807
17882,PHY372226
17883,PHY321060
17884,PHY373816
17885,PHY359466
17886,PHY369815
17887,PHY408022
17888,PHY312508
17889,PHY423779
17890,PHY319357
17891,PHY418801
17892,PHY350436
17893,PHY319139
17894,PHY360469
17895,PHY350982
17896,PHY315894
17897,PHY387238
17898,PHY386800
17899,PHY388956
17900,PHY339114
17901,PHY348143
17902,PHY374996
17903,PHY371821
17904,PHY313486
17905,PHY375877
17906,PHY399522
17907,PHY320125
17908,PHY361611
17909,PHY409482
17910,PHY410054
17911,PHY411744
17912,PHY394612
17913,PHY356821
17914,PHY401112
17915,PHY375701
17916,PHY316400
17917,PHY366656
17918,PHY393857
17919,PHY350689
17920,PHY380685
17921,PHY397936
17922,PHY331701
17923,PHY361072
17924,PHY429520
17925,PHY325274
17926,PHY380252
17927,PHY408861
17928,PHY331023
17929,PHY420013
17930,PHY367584
17931,PHY332603
17932,PHY396768
17933,PHY314122
17934,PHY391765
17935,PHY351747
17936,PHY348041
17937,PHY317868
17938,PHY430358
17939,PHY330962
17940,PHY388156
17941,PHY333332
17942,PHY342858
17943,PHY322834
17944,PHY409097
17945,PHY327075
17946,PHY427517
17947,PHY341755
17948,PHY336292
17949,PHY337927
17950,PHY365153
17951,PHY409651
17952,PHY331395
17953,PHY409209
17954,PHY348552
17955,PHY392819
17956,PHY377698
17957,PHY351841
17958,PHY326389
17959,PHY330785
17960,PHY395368
17961,PHY430794
17962,PHY382746
17963,PHY338300
17964,PHY364743
17965,PHY351762
17966,PHY394054
17967,PHY316204
17968,PHY332998
17969,PHY335457
17970,PHY366935
17971,PHY342546
17972,PHY314724
17973,PHY348401
17974,PHY376006
17975,PHY314249
17976,PHY355298
17977,PHY346585
17978,PHY418553
17979,PHY355581
17980,PHY331067
17981,PHY325921
17982,PHY380891
17983,PHY410012
17984,PHY424172
17985,PHY383971
17986,PHY357207
17987,PHY376090
17988,PHY398406
17989,PHY384967
17990,PHY318621
17991,PHY328410
17992,PHY408938
17993,PHY363640
17994,PHY314925
17995,PHY344295
17996,PHY348916
17997,PHY331063
17998,PHY339308
17999,PHY335192
18000,PHY314451
18001,PHY358330
18002,PHY324295
18003,PHY373237
18004,PHY379034
18005,PHY433994
18006,PHY413299
18007,PHY324546
